"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"BAI94581","566","Human","HA","H1N1","Japan","N","2010/01/12","Influenza A virus (A/Nagasaki/HA-10-11/2010(H1N1))","","","","","","c"
"BAI94582","566","Human","HA","H1N1","Japan","N","2010/01/18","Influenza A virus (A/Nagasaki/HA-10-12/2010(H1N1))","","","","","","c"
"BAI94583","566","Human","HA","H1N1","Japan","N","2010/01/18","Influenza A virus (A/Nagasaki/HA-10-13/2010(H1N1))","","","","","","c"
"BAJ06679","566","Human","HA","H1N1","Japan","N","2010/02/08","Influenza A virus (A/Nagasaki/HA-10-17/2010(H1N1))","","","","","","c"
"BAI94573","566","Human","HA","H1N1","Japan","N","2010/01/04","Influenza A virus (A/Nagasaki/HA-10-2/2010(H1N1))","","","","","","c"
"BAJ06682","566","Human","HA","H1N1","Japan","N","2010/02/22","Influenza A virus (A/Nagasaki/HA-10-20/2010(H1N1))","","","","","","c"
"BAJ06685","566","Human","HA","H1N1","Japan","N","2010/03/08","Influenza A virus (A/Nagasaki/HA-10-24/2010(H1N1))","","","","","","c"
"BAJ06686","566","Human","HA","H1N1","Japan","N","2010/03/08","Influenza A virus (A/Nagasaki/HA-10-25/2010(H1N1))","","","","","","c"
"BAJ06688","566","Human","HA","H1N1","Japan","N","2010/03/15","Influenza A virus (A/Nagasaki/HA-10-27/2010(H1N1))","","","","","","c"
"BAJ06689","566","Human","HA","H1N1","Japan","N","2010/03/23","Influenza A virus (A/Nagasaki/HA-10-28/2010(H1N1))","","","","","","c"
"BAI94574","566","Human","HA","H1N1","Japan","N","2010/01/04","Influenza A virus (A/Nagasaki/HA-10-3/2010(H1N1))","","","","","","c"
"BAI94575","566","Human","HA","H1N1","Japan","N","2010/01/04","Influenza A virus (A/Nagasaki/HA-10-4/2010(H1N1))","","","","","","c"
"BAI94576","566","Human","HA","H1N1","Japan","N","2010/01/12","Influenza A virus (A/Nagasaki/HA-10-5/2010(H1N1))","","","","","","c"
"BAI94577","566","Human","HA","H1N1","Japan","N","2010/01/12","Influenza A virus (A/Nagasaki/HA-10-6/2010(H1N1))","","","","","","c"
"BAI94584","566","Human","HA","H1N1","Japan","N","2010/01/20","Influenza A virus (A/Nagasaki/HA-10-69/2010(H1N1))","","","","","","c"
"BAI94578","566","Human","HA","H1N1","Japan","N","2010/01/12","Influenza A virus (A/Nagasaki/HA-10-7/2010(H1N1))","","","","","","c"
"BAI94579","566","Human","HA","H1N1","Japan","N","2010/01/18","Influenza A virus (A/Nagasaki/HA-10-9/2010(H1N1))","","","","","","c"
"AJS16287","566","Human","HA","H1N1","China","N","2010/08/08","Influenza A virus (A/NanChang/08/2010(H1N1))","","","","","","c"
"AIW63600","566","Human","HA","H1N1","China","N","2011/02/22","Influenza A virus (A/NanPing/SWL1109/2011(H1N1))","","","","","","c"
"AIW63663","566","Human","HA","H1N1","China","N","2014/02/08","Influenza A virus (A/NanPing/SWL1124/2014(H1N1))","","","","","","c"
"AIW63601","566","Human","HA","H1N1","China","N","2011/03/02","Influenza A virus (A/NanPing/SWL1132/2011(H1N1))","","","","","","c"
"AIW63621","566","Human","HA","H1N1","China","N","2013/03/26","Influenza A virus (A/NanPing/SWL1151/2013(H1N1))","","","","","","c"
"AIW63668","566","Human","HA","H1N1","China","N","2014/03/11","Influenza A virus (A/NanPing/SWL1223/2014(H1N1))","","","","","","c"
"AIW63634","566","Human","HA","H1N1","China","N","2013/06/06","Influenza A virus (A/NanPing/SWL1402/2013(H1N1))","","","","","","c"
"AIW63595","566","Human","HA","H1N1","China","N","2011/01/21","Influenza A virus (A/NanPing/SWL151/2011(H1N1))","","","","","","c"
"AIW63590","566","Human","HA","H1N1","China","N","2010/11/25","Influenza A virus (A/NanPing/SWL1538/2010(H1N1))","","","","","","c"
"AIW63593","566","Human","HA","H1N1","China","N","2010/12/24","Influenza A virus (A/NanPing/SWL1569/2010(H1N1))","","","","","","c"
"AIW63596","566","Human","HA","H1N1","China","N","2011/01/25","Influenza A virus (A/NanPing/SWL174/2011(H1N1))","","","","","","c"
"AIW63626","566","Human","HA","H1N1","China","N","2013/04/18","Influenza A virus (A/NanPing/SWL33/2013(H1N1))","","","","","","c"
"AIW63625","566","Human","HA","H1N1","China","N","2013/04/18","Influenza A virus (A/NanPing/SWL35/2013(H1N1))","","","","","","c"
"AEM63504","566","Human","HA","H1N1","India","T","2010/05/21","Influenza A virus (A/Nanded/NIV29214/2010(H1N1))","","","","","","c"
"AGI54274","566","Human","HA","H1N1","USA","N","2010/03/11","Influenza A virus (A/Nebraska/02/2010(H1N1))","","","","","","c"
"AGK72365","566","Human","HA","H1N1","USA","N","2011/01/08","Influenza A virus (A/Nebraska/04/2011(H1N1))","","","","","","c"
"ANE29141","566","Human","HA","H1N1","USA","N","2016/01/21","Influenza A virus (A/Nebraska/04/2016(H1N1))","","","","","","c"
"AGK72403","566","Human","HA","H1N1","USA","N","2011/01/20","Influenza A virus (A/Nebraska/06/2011(H1N1))","","","","","","c"
"AGK72722","566","Human","HA","H1N1","USA","N","2011/02/12","Influenza A virus (A/Nebraska/07/2011(H1N1))","","","","","","c"
"AIM39864","566","Human","HA","H1N1","USA","N","2013/11/05","Influenza A virus (A/Nebraska/08/2013(H1N1))","","","","","","c"
"ANM88610","566","Human","HA","H1N1","USA","N","2016/02/10","Influenza A virus (A/Nebraska/09/2016(H1N1))","","","","","","c"
"AGL04782","566","Human","HA","H1N1","USA","N","2012/08/09","Influenza A virus (A/Nebraska/10/2012(H1N1))","","","","","","c"
"AGK73380","566","Human","HA","H1N1","USA","N","2011/02/25","Influenza A virus (A/Nebraska/13/2011(H1N1))","","","","","","c"
"ANM94341","566","Human","HA","H1N1","USA","N","2016/03/28","Influenza A virus (A/Nebraska/16/2016(H1N1))","","","","","","c"
"AHV83854","566","Human","HA","H1N1","USA","N","2013/12/12","Influenza A virus (A/Nebraska/3613/2013(H1N1))","","","","","","c"
"AHV83856","566","Human","HA","H1N1","USA","N","2013/12/13","Influenza A virus (A/Nebraska/3615/2013(H1N1))","","","","","","c"
"APF45828","566","Human","HA","H1N1","USA","N","2016/01/13","Influenza A virus (A/Nebraska/4917/2016(H1N1))","","","","","","c"
"AHW46779","566","Human","HA","H1N1","Nepal","T","2012/08/26","Influenza A virus (A/Nepal/VIROAF5/2012(H1N1))","","","","","","c"
"ADJ40564","566","Human","HA","H1N1","Netherlands","N","2010/01/04","Influenza A virus (A/Netherlands/2631b/2010(H1N1))","","","","","","c"
"APF46306","566","Human","HA","H1N1","Netherlands","N","2016/10","Influenza A virus (A/Netherlands/3315/2016(H1N1))","","","","","","nc"
"AGI53589","566","Human","HA","H1N1","USA","N","2010/01/12","Influenza A virus (A/Nevada/01/2010(H1N1))","","","","","","c"
"AGK72370","566","Human","HA","H1N1","USA","N","2011/01/20","Influenza A virus (A/Nevada/01/2011(H1N1))","","","","","","c"
"AGI52757","566","Human","HA","H1N1","USA","N","2010/05/24","Influenza A virus (A/Nevada/02/2010(H1N1))","","","","","","c"
"AKT08028","566","Human","HA","H1N1","USA","N","2014/01/03","Influenza A virus (A/Nevada/03/2014(H1N1))","","","","","","c"
"AGK72746","566","Human","HA","H1N1","USA","N","2011/02/13","Influenza A virus (A/Nevada/05/2011(H1N1))","","","","","","c"
"AGL05024","566","Human","HA","H1N1","USA","N","2012/01/23","Influenza A virus (A/Nevada/06/2012(H1N1))","","","","","","c"
"AGV29030","566","Human","HA","H1N1","USA","N","2013/07/23","Influenza A virus (A/Nevada/06/2013(H1N1))","","","","","","c"
"ANM90337","566","Human","HA","H1N1","USA","N","2016/01/24","Influenza A virus (A/Nevada/08/2016(H1N1))","","","","","","c"
"AGL04731","566","Human","HA","H1N1","USA","N","2012/03/03","Influenza A virus (A/Nevada/11/2012(H1N1))","","","","","","c"
"ANM87753","566","Human","HA","H1N1","USA","N","2016/02/04","Influenza A virus (A/Nevada/12/2016(H1N1))","","","","","","c"
"ANM89138","566","Human","HA","H1N1","USA","N","2016/02/24","Influenza A virus (A/Nevada/17/2016(H1N1))","","","","","","c"
"ANM91602","566","Human","HA","H1N1","USA","N","2016/03/18","Influenza A virus (A/Nevada/23/2016(H1N1))","","","","","","c"
"ANM94286","566","Human","HA","H1N1","USA","N","2016/03/24","Influenza A virus (A/Nevada/29/2016(H1N1))","","","","","","c"
"AHV83858","566","Human","HA","H1N1","USA","N","2013/12/30","Influenza A virus (A/Nevada/3617/2013(H1N1))","","","","","","c"
"AHV83860","566","Human","HA","H1N1","USA","N","2013/12/16","Influenza A virus (A/Nevada/3619/2013(H1N1))","","","","","","c"
"ANE27283","566","Human","HA","H1N1","USA","N","2015/12/15","Influenza A virus (A/Nevada/40/2015(H1N1))","","","","","","c"
"ANE26775","566","Human","HA","H1N1","USA","N","2015/12/17","Influenza A virus (A/Nevada/41/2015(H1N1))","","","","","","c"
"ANE26786","566","Human","HA","H1N1","USA","N","2015/12/23","Influenza A virus (A/Nevada/42/2015(H1N1))","","","","","","c"
"AGI53162","566","Human","HA","H1N1","USA","N","2010/01/03","Influenza A virus (A/New Hampshire/01/2010(H1N1))","","","","","","c"
"AGI52478","566","Human","HA","H1N1","USA","N","2010/02/19","Influenza A virus (A/New Hampshire/02/2010(H1N1))","","","","","","c"
"AGK72742","566","Human","HA","H1N1","USA","N","2010/10/04","Influenza A virus (A/New Hampshire/03/2010(H1N1))","","","","","","c"
"AGK72942","566","Human","HA","H1N1","USA","N","2011/02/11","Influenza A virus (A/New Hampshire/03/2011(H1N1))","","","","","","c"
"AIM39382","566","Human","HA","H1N1","USA","N","2013/09/17","Influenza A virus (A/New Hampshire/04/2013(H1N1))","","","","","","c"
"AIM39386","566","Human","HA","H1N1","USA","N","2013/09/17","Influenza A virus (A/New Hampshire/04/2013(H1N1))","","","","","","c"
"AKT08266","566","Human","HA","H1N1","USA","N","2014/02/10","Influenza A virus (A/New Hampshire/06/2014(H1N1))","","","","","","c"
"AGL04960","566","Human","HA","H1N1","USA","N","2012/03/10","Influenza A virus (A/New Hampshire/07/2012(H1N1))","","","","","","c"
"ANM93076","566","Human","HA","H1N1","USA","N","2016/03/15","Influenza A virus (A/New Hampshire/10/2016(H1N1))","","","","","","c"
"AOZ81555","566","Human","HA","H1N1","USA","N","2016/08/31","Influenza A virus (A/New Hampshire/19/2016(H1N1))","","","","","","c"
"AGV28883","566","Human","HA","H1N1","USA","N","2012/11/24","Influenza A virus (A/New Hampshire/20/2012(H1N1))","","","","","","c"
"ANE27023","566","Human","HA","H1N1","USA","N","2015/12/03","Influenza A virus (A/New Hampshire/43/2015(H1N1))","","","","","","c"
"AGI53126","566","Human","HA","H1N1","USA","N","2010/01/01","Influenza A virus (A/New Jersey/01/2010(H1N1))","","","","","","c"
"AGL05015","566","Human","HA","H1N1","USA","N","2012/01/17","Influenza A virus (A/New Jersey/02/2012(H1N1))","","","","","","c"
"AGK72610","566","Human","HA","H1N1","USA","N","2011/01/13","Influenza A virus (A/New Jersey/03/2011(H1N1))","","","","","","c"
"ANM90645","566","Human","HA","H1N1","USA","N","2016/01/10","Influenza A virus (A/New Jersey/03/2016(H1N1))","","","","","","c"
"AGV28918","566","Human","HA","H1N1","USA","N","2013/03/19","Influenza A virus (A/New Jersey/04/2013(H1N1))","","","","","","c"
"ANM90656","566","Human","HA","H1N1","USA","N","2016/01/14","Influenza A virus (A/New Jersey/04/2016(H1N1))","","","","","","c"
"AIM39844","566","Human","HA","H1N1","USA","N","2013/09/23","Influenza A virus (A/New Jersey/09/2013(H1N1))","","","","","","c"
"AGV28955","566","Human","HA","H1N1","USA","N","2012/12/08","Influenza A virus (A/New Jersey/11/2012(H1N1))","","","","","","c"
"ANM89710","566","Human","HA","H1N1","USA","N","2016/03/03","Influenza A virus (A/New Jersey/12/2016(H1N1))","","","","","","c"
"ANM92867","566","Human","HA","H1N1","USA","N","2016/03/14","Influenza A virus (A/New Jersey/13/2016(H1N1))","","","","","","c"
"AIM39928","566","Human","HA","H1N1","USA","N","2013/12/16","Influenza A virus (A/New Jersey/22/2013(H1N1))","","","","","","c"
"APF46423","566","Human","HA","H1N1","USA","N","2016/02/18","Influenza A virus (A/New Jersey/5018/2016(H1N1))","","","","","","c"
"APG56054","566","Human","HA","H1N1","USA","N","2016/03/09","Influenza A virus (A/New Jersey/5220/2016(H1N1))","","","","","","c"
"APR73852","566","Human","HA","H1N1","USA","N","2016/03/15","Influenza A virus (A/New Jersey/5465/2016(H1N1))","","","","","","c"
"AID48023","566","Human","HA","H1N1","USA","N","2014/01/20","Influenza A virus (A/New Jersey/NHRC431116/2014(H1N1))","","","","","","c"
"AGI53766","566","Human","HA","H1N1","USA","N","2010/01/05","Influenza A virus (A/New Mexico/01/2010(H1N1))","","","","","","c"
"AGL04999","566","Human","HA","H1N1","USA","N","2012/01/26","Influenza A virus (A/New Mexico/01/2012(H1N1))","","","","","","c"
"AGV29221","566","Human","HA","H1N1","USA","N","2013/01/04","Influenza A virus (A/New Mexico/01/2013(H1N1))","","","","","","c"
"AGV28960","566","Human","HA","H1N1","USA","N","2013/01/06","Influenza A virus (A/New Mexico/02/2013(H1N1))","","","","","","c"
"AGV29232","566","Human","HA","H1N1","USA","N","2013/01/06","Influenza A virus (A/New Mexico/02/2013(H1N1))","","","","","","c"
"AIM39609","566","Human","HA","H1N1","USA","N","2014/02/04","Influenza A virus (A/New Mexico/02/2014(H1N1))","","","","","","c"
"AGI53368","566","Human","HA","H1N1","USA","N","2010/03/07","Influenza A virus (A/New Mexico/03/2010(H1N1))","","","","","","c"
"AGK72858","566","Human","HA","H1N1","USA","N","2011/02/09","Influenza A virus (A/New Mexico/05/2011(H1N1))","","","","","","c"
"AGL04700","566","Human","HA","H1N1","USA","N","2012/03/06","Influenza A virus (A/New Mexico/05/2012(H1N1))","","","","","","c"
"AGK73129","566","Human","HA","H1N1","USA","N","2011/04/19","Influenza A virus (A/New Mexico/08/2011(H1N1))","","","","","","c"
"AGL04591","566","Human","HA","H1N1","USA","N","2012/03/29","Influenza A virus (A/New Mexico/08/2012(H1N1))","","","","","","c"
"AGL04888","566","Human","HA","H1N1","USA","N","2012/03/29","Influenza A virus (A/New Mexico/08/2012(H1N1))","","","","","","c"
"AGK72386","566","Human","HA","H1N1","USA","N","2011/03/29","Influenza A virus (A/New Mexico/10/2011(H1N1))","","","","","","c"
"AGV28906","566","Human","HA","H1N1","USA","N","2013/04/10","Influenza A virus (A/New Mexico/10/2013(H1N1))","","","","","","c"
"ANM92350","566","Human","HA","H1N1","USA","N","2016/02/01","Influenza A virus (A/New Mexico/11/2016(H1N1))","","","","","","c"
"AIM39366","566","Human","HA","H1N1","USA","N","2013/09/06","Influenza A virus (A/New Mexico/12/2013(H1N1))","","","","","","c"
"ARH17814","566","Human","HA","H1N1","USA","N","2017/03/07","Influenza A virus (A/New Mexico/13/2017(H1N1))","","","","","","c"
"AGL04910","566","Human","HA","H1N1","USA","N","2012/05/03","Influenza A virus (A/New Mexico/14/2012(H1N1))","","","","","","c"
"AIM39518","566","Human","HA","H1N1","USA","N","2013/12/02","Influenza A virus (A/New Mexico/16/2013(H1N1))","","","","","","c"
"ANM92548","566","Human","HA","H1N1","USA","N","2016/02/18","Influenza A virus (A/New Mexico/18/2016(H1N1))","","","","","","c"
"AOT87074","566","Human","HA","H1N1","USA","N","2016/02/28","Influenza A virus (A/New Mexico/20/2016(H1N1))","","","","","","c"
"AKT08468","566","Human","HA","H1N1","USA","N","2013/12/28","Influenza A virus (A/New Mexico/24/2013(H1N1))","","","","","","c"
"ANM89941","566","Human","HA","H1N1","USA","N","2015/12/12","Influenza A virus (A/New Mexico/29/2015(H1N1))","","","","","","c"
"ANM89952","566","Human","HA","H1N1","USA","N","2015/12/27","Influenza A virus (A/New Mexico/31/2015(H1N1))","","","","","","c"
"ANM94473","566","Human","HA","H1N1","USA","N","2016/03/28","Influenza A virus (A/New Mexico/32/2016(H1N1))","","","","","","c"
"AOT87591","566","Human","HA","H1N1","USA","N","2016/04/06","Influenza A virus (A/New Mexico/40/2016(H1N1))","","","","","","c"
"AOT88152","566","Human","HA","H1N1","USA","N","2016/04/18","Influenza A virus (A/New Mexico/47/2016(H1N1))","","","","","","c"
"AGV29016","566","Human","HA","H1N1","USA","N","2013/01/07","Influenza A virus (A/New York/01/2013(H1N1))","","","","","","c"
"AGI52805","566","Human","HA","H1N1","USA","N","2010/01/12","Influenza A virus (A/New York/02/2010(H1N1))","","","","","","c"
"AGV29207","566","Human","HA","H1N1","USA","N","2013/01/22","Influenza A virus (A/New York/02/2013(H1N1))","","","","","","c"
"AGI52999","566","Human","HA","H1N1","USA","N","2010/02/09","Influenza A virus (A/New York/03/2010(H1N1))","","","","","","c"
"AGK72999","566","Human","HA","H1N1","USA","N","2011/03/20","Influenza A virus (A/New York/03/2011(H1N1))","","","","","","c"
"AGI54969","566","Human","HA","H1N1","USA","N","2010/02/25","Influenza A virus (A/New York/04/2010(H1N1))","","","","","","c"
"AGK72841","566","Human","HA","H1N1","USA","N","2011/02/21","Influenza A virus (A/New York/04/2011(H1N1))","","","","","","c"
"ANM90260","566","Human","HA","H1N1","USA","N","2016/01/18","Influenza A virus (A/New York/04/2016(H1N1))","","","","","","c"
"ARB16853","566","Human","HA","H1N1","USA","N","2017/01/04","Influenza A virus (A/New York/04/2017(H1N1))","","","","","","c"
"ARB16842","566","Human","HA","H1N1","USA","N","2017/01/04","Influenza A virus (A/New York/04/2017(H1N1))","","","","","","c"
"ANM90271","566","Human","HA","H1N1","USA","N","2016/01/25","Influenza A virus (A/New York/05/2016(H1N1))","","","","","","c"
"ANE28702","566","Human","HA","H1N1","USA","N","2016/01/27","Influenza A virus (A/New York/06/2016(H1N1))","","","","","","c"
"AGK73195","566","Human","HA","H1N1","USA","N","2011/03/14","Influenza A virus (A/New York/07/2011(H1N1))","","","","","","c"
"AGV28741","566","Human","HA","H1N1","USA","N","2013/05/08","Influenza A virus (A/New York/07/2013(H1N1))","","","","","","c"
"AGK72551","566","Human","HA","H1N1","USA","N","2011/04/13","Influenza A virus (A/New York/09/2011(H1N1))","","","","","","c"
"AGK72552","566","Human","HA","H1N1","USA","N","2011/04/13","Influenza A virus (A/New York/09/2011(H1N1))","","","","","","c"
"AIM40016","566","Human","HA","H1N1","USA","N","2014/04/02","Influenza A virus (A/New York/09/2014(H1N1))","","","","","","c"
"ARH16623","566","Human","HA","H1N1","USA","N","2017/02/08","Influenza A virus (A/New York/09/2017(H1N1))","","","","","","c"
"AGL04526","566","Human","HA","H1N1","USA","N","2012/03/05","Influenza A virus (A/New York/11/2012(H1N1))","","","","","","c"
"AGL04924","566","Human","HA","H1N1","USA","N","2012/03/05","Influenza A virus (A/New York/11/2012(H1N1))","","","","","","c"
"AGL04522","566","Human","HA","H1N1","USA","N","2012/03/07","Influenza A virus (A/New York/12/2012(H1N1))","","","","","","c"
"AGL04518","566","Human","HA","H1N1","USA","N","2012/03/19","Influenza A virus (A/New York/13/2012(H1N1))","","","","","","c"
"AGL04514","566","Human","HA","H1N1","USA","N","2012/03/22","Influenza A virus (A/New York/14/2012(H1N1))","","","","","","c"
"ADF87162","566","Human","HA","H1N1","USA","N","2010/01/18","Influenza A virus (A/New York/1999/2010(H1N1))","","","","","","c"
"AGL04842","566","Human","HA","H1N1","USA","N","2011/12/14","Influenza A virus (A/New York/21/2011(H1N1))","","","","","","c"
"ADF87182","566","Human","HA","H1N1","USA","N","2010/01/20","Influenza A virus (A/New York/2372/2010(H1N1))","","","","","","c"
"AIM39900","566","Human","HA","H1N1","USA","N","2013/12/09","Influenza A virus (A/New York/25/2013(H1N1))","","","","","","c"
"ADF87222","566","Human","HA","H1N1","USA","N","2010/01/26","Influenza A virus (A/New York/2960/2010(H1N1))","","","","","","c"
"ADF87232","566","Human","HA","H1N1","USA","N","2010/01/22","Influenza A virus (A/New York/2963/2010(H1N1))","","","","","","c"
"ANM91998","566","Human","HA","H1N1","USA","N","2016/03/14","Influenza A virus (A/New York/31/2016(H1N1))","","","","","","c"
"ANM91591","566","Human","HA","H1N1","USA","N","2016/02/25","Influenza A virus (A/New York/32/2016(H1N1))","","","","","","c"
"ADF87252","566","Human","HA","H1N1","USA","N","2010/01/25","Influenza A virus (A/New York/3230/2010(H1N1))","","","","","","c"
"AGL05138","566","Human","HA","H1N1","USA","N","2012/04/17","Influenza A virus (A/New York/34/2012(H1N1))","","","","","","c"
"AHE37981","566","Human","HA","H1N1","USA","N","2013/03/27","Influenza A virus (A/New York/3430/2013(H1N1))","","","","","","c"
"AGV29145","566","Human","HA","H1N1","USA","N","2012/10/02","Influenza A virus (A/New York/36/2012(H1N1))","","","","","","c"
"AGV29214","566","Human","HA","H1N1","USA","N","2012/10/02","Influenza A virus (A/New York/36/2012(H1N1))","","","","","","c"
"ANM91888","566","Human","HA","H1N1","USA","N","2016/03/16","Influenza A virus (A/New York/36/2016(H1N1))","","","","","","c"
"AHV83865","566","Human","HA","H1N1","USA","N","2013/12/19","Influenza A virus (A/New York/3624/2013(H1N1))","","","","","","c"
"AIC73827","566","Human","HA","H1N1","USA","N","2014/03/31","Influenza A virus (A/New York/3798/2014(H1N1))","","","","","","c"
"ADI99590","566","Human","HA","H1N1","USA","N","2010/01/27","Influenza A virus (A/New York/3834/2010(H1N1))","","","","","","c"
"ADI99600","566","Human","HA","H1N1","USA","N","2010/01/27","Influenza A virus (A/New York/3835/2010(H1N1))","","","","","","c"
"ANM93054","566","Human","HA","H1N1","USA","N","2016/03/14","Influenza A virus (A/New York/42/2016(H1N1))","","","","","","c"
"ADI99620","566","Human","HA","H1N1","USA","N","2010/02/04","Influenza A virus (A/New York/4294/2010(H1N1))","","","","","","c"
"AGV28900","566","Human","HA","H1N1","USA","N","2012/12/02","Influenza A virus (A/New York/45/2012(H1N1))","","","","","","c"
"ANM93670","566","Human","HA","H1N1","USA","N","2016/03/10","Influenza A virus (A/New York/46/2016(H1N1))","","","","","","c"
"ADI99630","566","Human","HA","H1N1","USA","N","2010/02/03","Influenza A virus (A/New York/4662/2010(H1N1))","","","","","","c"
"APF45845","566","Human","HA","H1N1","USA","N","2016/02/01","Influenza A virus (A/New York/4934/2016(H1N1))","","","","","","c"
"APF46484","566","Human","HA","H1N1","USA","N","2016/02/25","Influenza A virus (A/New York/5079/2016(H1N1))","","","","","","c"
"APR73858","566","Human","HA","H1N1","USA","N","2016/03/13","Influenza A virus (A/New York/5471/2016(H1N1))","","","","","","c"
"ANM86925","566","Human","HA","H1N1","USA","N","2015/08/06","Influenza A virus (A/New York/61/2015(H1N1))","","","","","","c"
"AMA11388","566","Human","HA","H1N1","USA","N","2015/08/06","Influenza A virus (A/New York/61/2015(H1N1))","","","","","","c"
"AOZ86539","566","Human","HA","H1N1","USA","N","2016/04/08","Influenza A virus (A/New York/61/2016(H1N1))","","","","","","c"
"ADI99640","566","Human","HA","H1N1","USA","N","2010/02/21","Influenza A virus (A/New York/6530/2010(H1N1))","","","","","","c"
"AOT87723","566","Human","HA","H1N1","USA","N","2016/04/20","Influenza A virus (A/New York/72/2016(H1N1))","","","","","","c"
"AOT87734","566","Human","HA","H1N1","USA","N","2016/04/22","Influenza A virus (A/New York/74/2016(H1N1))","","","","","","c"
"ADI99650","566","Human","HA","H1N1","USA","N","2010/01/02","Influenza A virus (A/New York/7420/2010(H1N1))","","","","","","c"
"ADI99700","566","Human","HA","H1N1","USA","N","2010/03/01","Influenza A virus (A/New York/7480/2010(H1N1))","","","","","","c"
"ANE28734","566","Human","HA","H1N1","USA","N","2015/11/30","Influenza A virus (A/New York/75/2015(H1N1))","","","","","","c"
"AOT88185","566","Human","HA","H1N1","USA","N","2016/04/29","Influenza A virus (A/New York/79/2016(H1N1))","","","","","","c"
"ADM31868","566","Human","HA","H1N1","USA","N","2010/01/14","Influenza A virus (A/New York/INS432/2010(H1N1))","","","","","","c"
"AIM55837","566","Human","HA","H1N1","USA","N","2013/11/09","Influenza A virus (A/New York/WC-LVD-13-001/2013(H1N1))","","","","","","c"
"AIM55848","566","Human","HA","H1N1","USA","N","2013/11/24","Influenza A virus (A/New York/WC-LVD-13-002/2013(H1N1))","","","","","","c"
"AIM55926","569","Human","HA","H1N1","USA","N","2013/12/09","Influenza A virus (A/New York/WC-LVD-13-009/2013(H1N1))","","","","","","c"
"AIM55973","566","Human","HA","H1N1","USA","N","2013/12/12","Influenza A virus (A/New York/WC-LVD-13-013/2013(H1N1))","","","","","","c"
"AIM56006","566","Human","HA","H1N1","USA","N","2013/12/16","Influenza A virus (A/New York/WC-LVD-13-016/2013(H1N1))","","","","","","c"
"AIM56039","566","Human","HA","H1N1","USA","N","2013/12/19","Influenza A virus (A/New York/WC-LVD-13-019/2013(H1N1))","","","","","","c"
"AIM56094","569","Human","HA","H1N1","USA","N","2013/12/25","Influenza A virus (A/New York/WC-LVD-13-024/2013(H1N1))","","","","","","c"
"AIM56127","566","Human","HA","H1N1","USA","N","2013/12/27","Influenza A virus (A/New York/WC-LVD-13-027/2013(H1N1))","","","","","","c"
"AIM56182","566","Human","HA","H1N1","USA","N","2014/01/13","Influenza A virus (A/New York/WC-LVD-14-003/2014(H1N1))","","","","","","c"
"AIM56193","566","Human","HA","H1N1","USA","N","2014/01/13","Influenza A virus (A/New York/WC-LVD-14-004/2014(H1N1))","","","","","","c"
"AIM56248","566","Human","HA","H1N1","USA","N","2014/01/19","Influenza A virus (A/New York/WC-LVD-14-009/2014(H1N1))","","","","","","c"
"AIM56270","566","Human","HA","H1N1","USA","N","2014/01/21","Influenza A virus (A/New York/WC-LVD-14-011/2014(H1N1))","","","","","","c"
"AIM56292","566","Human","HA","H1N1","USA","N","2014/01/21","Influenza A virus (A/New York/WC-LVD-14-013/2014(H1N1))","","","","","","c"
"AIM56303","566","Human","HA","H1N1","USA","N","2014/01/22","Influenza A virus (A/New York/WC-LVD-14-014/2014(H1N1))","","","","","","c"
"AIM56314","566","Human","HA","H1N1","USA","N","2014/01/22","Influenza A virus (A/New York/WC-LVD-14-015/2014(H1N1))","","","","","","c"
"AIM56347","566","Human","HA","H1N1","USA","N","2014/01/28","Influenza A virus (A/New York/WC-LVD-14-018/2014(H1N1))","","","","","","c"
"AIM56458","569","Human","HA","H1N1","USA","N","2014/01/20","Influenza A virus (A/New York/WC-LVD-14-028/2014(H1N1))","","","","","","c"
"AIM56480","566","Human","HA","H1N1","USA","N","2014/01/23","Influenza A virus (A/New York/WC-LVD-14-030/2014(H1N1))","","","","","","c"
"AIM56502","569","Human","HA","H1N1","USA","N","2014/01/27","Influenza A virus (A/New York/WC-LVD-14-032/2014(H1N1))","","","","","","c"
"AIM56568","566","Human","HA","H1N1","USA","N","2014/02/10","Influenza A virus (A/New York/WC-LVD-14-038/2014(H1N1))","","","","","","c"
"AIM56579","566","Human","HA","H1N1","USA","N","2014/02/10","Influenza A virus (A/New York/WC-LVD-14-039/2014(H1N1))","","","","","","c"
"AIM56612","569","Human","HA","H1N1","USA","N","2014/02/20","Influenza A virus (A/New York/WC-LVD-14-042/2014(H1N1))","","","","","","c"
"AIM56623","566","Human","HA","H1N1","USA","N","2014/02/26","Influenza A virus (A/New York/WC-LVD-14-043/2014(H1N1))","","","","","","c"
"AIM56634","566","Human","HA","H1N1","USA","N","2014/02/27","Influenza A virus (A/New York/WC-LVD-14-044/2014(H1N1))","","","","","","c"
"AIM56645","569","Human","HA","H1N1","USA","N","2014/03/06","Influenza A virus (A/New York/WC-LVD-14-045/2014(H1N1))","","","","","","c"
"AIM56656","566","Human","HA","H1N1","USA","N","2014/03/06","Influenza A virus (A/New York/WC-LVD-14-046/2014(H1N1))","","","","","","c"
