Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,
HA,MF510835,No,4,1701,H1N1,03/08/2017,IRD:Human,India,-N/A-,-N/A-,A/Kerala/RGCB172158/2017,
HA,MF510837,No,4,1701,H1N1,03/28/2017,IRD:Human,India,-N/A-,-N/A-,A/Kerala/RGCB172326/2017,
HA,MF510839,No,4,1701,H1N1,03/13/2017,IRD:Human,India,-N/A-,-N/A-,A/Kerala/RGCB172247/2017,
HA,MF510840,No,4,1701,H1N1,03/14/2017,IRD:Human,India,-N/A-,-N/A-,A/Kerala/RGCB172263/2017,
HA,MK265640,Yes,4,1752,H1N1,09/17/2018,IRD:Human,USA,Florida,-N/A-,A/Florida/84/2018,
HA,MK246049,No,4,1701,H1N1,05/02/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/74/2015,
HA,MK246051,No,4,1701,H1N1,11/27/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/77/2015,
HA,MK246057,No,4,1701,H1N1,03/31/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/88/2015,
HA,MK246059,No,4,1701,H1N1,03/20/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/90/2015,
HA,MK265658,Yes,4,1752,H1N1,10/17/2018,IRD:Human,USA,Alabama,18-19,A/Alabama/34/2018,
HA,MK265666,Yes,4,1752,H1N1,10/21/2018,IRD:Human,USA,Texas,18-19,A/Texas/138/2018,
HA,MK246047,No,4,1701,H1N1,04/26/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/72/2015,
HA,MK246035,No,4,1701,H1N1,12/18/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/54/2015,
HA,MK246039,No,4,1701,H1N1,12/02/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/61/2015,
HA,MK246045,No,4,1701,H1N1,02/15/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/69/2015,
HA,MK246055,No,4,1701,H1N1,03/18/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/86/2015,
HA,MK159043,Yes,4,1701,H1N1,11/21/2017,IRD:Human,South Korea,-N/A-,17-18,A/Gwangju/766/2017,
HA,MK246070,No,4,1701,H1N1,04/01/2015,IRD:Human,Saudi Arabia,-N/A-,-N/A-,A/Saudi Arabia/103/2015,
HA,MK265570,Yes,4,1752,H1N1,10/25/2018,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/498/2018,
HA,MK271170,Yes,4,1701,H1N1,10/17/2018,IRD:Human,USA,California,18-19,A/California/7500/2018,
HA,MK265632,Yes,4,1752,H1N1,09/18/2018,IRD:Human,USA,Florida,-N/A-,A/Florida/85/2018,
HA,MK265532,Yes,4,1752,H1N1,10/25/2018,IRD:Human,USA,North Dakota,18-19,A/North Dakota/37/2018,
HA,MK265543,Yes,4,1752,H1N1,10/30/2018,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/499/2018,
HA,MK265498,Yes,4,1752,H1N1,09/04/2018,IRD:Human,USA,Maine,-N/A-,A/Maine/32/2018,
HA,MK271174,Yes,4,1701,H1N1,10/10/2018,IRD:Human,USA,Texas,18-19,A/Texas/7504/2018,
HA,MK305943,No,4,1701,H1N1,11/2016,IRD:Human,Australia,-N/A-,-N/A-,A/Australia/rg865/2016,
HA,MK292555,Yes,4,1752,H1N1,10/10/2018,IRD:Human,USA,Montana,18-19,A/Montana/36/2018,
HA,MK292563,Yes,4,1752,H1N1,10/16/2018,IRD:Human,USA,Hawaii,18-19,A/Hawaii/62/2018,
HA,MK364040,Yes,4,1752,H1N1,10/08/2018,IRD:Human,USA,Texas,18-19,A/Texas/134/2018,
HA,MK364677,No,4,1752,H1N1,10/25/2018,IRD:Human,USA,Delaware,18-19,A/Delaware/38/2018,
HA,MK364687,Yes,4,1752,H1N1,10/04/2018,IRD:Human,USA,New Hampshire,18-19,A/New Hampshire/26/2018,
HA,MK364296,Yes,4,1752,H1N1,11/01/2018,IRD:Human,USA,Utah,18-19,A/Utah/41/2018,
HA,MK380023,No,4,1701,H1N1,10/01/2018,IRD:Human,USA,Hawaii,18-19,A/Hawaii/7522/2018,
HA,MK364320,Yes,4,1752,H1N1,10/18/2018,IRD:Human,USA,Alaska,18-19,A/Alaska/56/2018,
HA,MK364416,Yes,4,1754,H1N1,10/21/2018,IRD:Human,USA,California,18-19,A/California/67/2018,
HA,MK380019,No,4,1701,H1N1,11/13/2018,IRD:Human,United Kingdom,-N/A-,18-19,A/England/7518/2018,
HA,MK399248,Yes,4,1752,H1N1,11/16/2018,IRD:Human,USA,Wyoming,18-19,A/Wyoming/19/2018,
HA,MK380032,No,4,1701,H1N1,11/11/2018,IRD:Human,USA,Ohio,18-19,A/Ohio/7531/2018,
HA,MK380034,Yes,4,1701,H1N1,11/13/2018,IRD:Human,USA,Ohio,18-19,A/Ohio/7533/2018,
HA,MK380038,No,4,1701,H1N1,11/11/2018,IRD:Human,South Korea,-N/A-,18-19,A/South Korea/7537/2018,
HA,MK363987,Yes,4,1752,H1N1,10/29/2018,IRD:Human,USA,Illinois,18-19,A/Illinois/83/2018,
HA,MK364208,Yes,4,1752,H1N1,10/31/2018,IRD:Human,USA,Florida,18-19,A/Florida/98/2018,
HA,MK364095,Yes,4,1752,H1N1,10/02/2018,IRD:Human,USA,Arizona,18-19,A/Arizona/41/2018,
HA,MK364702,No,4,1752,H1N1,10/29/2018,IRD:Human,USA,New York,18-19,A/New York/49/2018,
HA,MK364155,Yes,4,1752,H1N1,11/02/2018,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/503/2018,
HA,MK401389,Yes,4,1701,H1N1,01/10/2018,IRD:Human,Italy,-N/A-,17-18,A/Italy/7223/2018,
HA,MK401395,Yes,4,1701,H1N1,03/02/2018,IRD:Human,USA,Kansas,17-18,A/Kansas/7229/2018,
HA,MK399153,No,4,1752,H1N1,11/16/2018,IRD:Human,USA,California,18-19,A/California/82/2018,
HA,MK398758,Yes,4,1752,H1N1,11/13/2018,IRD:Human,USA,Nebraska,18-19,A/Nebraska/10/2018,
HA,MK381506,Yes,4,1701,H1N1,01/17/2018,IRD:Human,USA,Texas,17-18,A/Texas/6974/2018,
HA,MK399287,Yes,4,1752,H1N1,11/13/2018,IRD:Human,USA,Colorado,18-19,A/Colorado/32/2018,
HA,MK400717,Yes,4,1701,H1N1,02/02/2018,IRD:Human,USA,Colorado,17-18,A/Colorado/7121/2018,
HA,MK381476,No,4,1701,H1N1,02/07/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/6944/2018,
HA,MK381478,No,4,1701,H1N1,02/23/2018,IRD:Human,USA,Hawaii,17-18,A/Hawaii/6946/2018,
HA,MK381520,Yes,4,1701,H1N1,01/09/2018,IRD:Human,USA,Texas,17-18,A/Texas/6988/2018,
HA,MK382018,Yes,4,1701,H1N1,01/22/2018,IRD:Human,USA,Maryland,17-18,A/Maryland/7030/2018,
HA,MK399084,Yes,4,1752,H1N1,10/30/2018,IRD:Human,USA,Ohio,18-19,A/Ohio/33/2018,
HA,MK400732,Yes,4,1701,H1N1,02/12/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7136/2018,
HA,MK400734,Yes,4,1701,H1N1,02/13/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7138/2018,
HA,MK400736,No,4,1701,H1N1,02/21/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7140/2018,
HA,MK400738,Yes,4,1701,H1N1,01/24/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7142/2018,
HA,MK399161,Yes,4,1752,H1N1,10/31/2018,IRD:Human,USA,Nevada,18-19,A/Nevada/03/2018,
HA,MK399176,Yes,4,1752,H1N1,11/19/2018,IRD:Human,USA,Utah,18-19,A/Utah/43/2018,
HA,MK400775,Yes,4,1701,H1N1,03/08/2018,IRD:Human,USA,South Dakota,17-18,A/South Dakota/7179/2018,
HA,MK399279,Yes,4,1752,H1N1,11/07/2018,IRD:Human,USA,Arizona,18-19,A/Arizona/49/2018,
HA,MK556809,No,4,1752,H1N1,12/01/2018,IRD:Human,USA,New Jersey,18-19,A/New Jersey/50/2018,
HA,MK398846,Yes,4,1752,H1N1,11/12/2018,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/23/2018,
HA,MK364603,Yes,4,1752,H1N1,11/06/2018,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/505/2018,
HA,MK630890,Yes,4,1753,H1N1,12/28/2018,IRD:Human,USA,California,18-19,A/California/122/2018,
HA,MK631050,Yes,4,1752,H1N1,01/11/2019,IRD:Human,USA,Georgia,18-19,A/Georgia/03/2019,
HA,MK557568,Yes,4,1752,H1N1,11/05/2018,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/504/2018,
HA,MK556945,Yes,4,1752,H1N1,10/31/2018,IRD:Human,USA,California,18-19,A/California/76/2018,
HA,MK557686,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,Texas,18-19,A/Texas/152/2018,
HA,MK556913,Yes,4,1755,H1N1,10/21/2018,IRD:Human,USA,California,18-19,A/California/67/2018,
HA,MK445928,Yes,4,1752,H1N1,09/19/2018,IRD:Human,USA,Florida,-N/A-,A/Florida/86/2018,
HA,MK445908,Yes,4,1752,H1N1,11/10/2018,IRD:Human,USA,District of Columbia,18-19,A/District Of Columbia/29/2018,
HA,MK445934,Yes,4,1752,H1N1,11/27/2018,IRD:Human,USA,Virginia,18-19,A/Virginia/56/2018,
HA,MK557662,Yes,4,1752,H1N1,12/21/2018,IRD:Human,USA,South Dakota,18-19,A/South Dakota/59/2018,
HA,MK445871,Yes,4,1752,H1N1,11/28/2018,IRD:Human,USA,Louisiana,18-19,A/Louisiana/21/2018,
HA,MK556820,No,4,1752,H1N1,12/12/2018,IRD:Human,USA,Connecticut,18-19,A/Connecticut/40/2018,
HA,MK557334,Yes,4,1752,H1N1,12/13/2018,IRD:Human,USA,Michigan,18-19,A/Michigan/416/2018,
HA,MK475102,No,4,1752,H1N1,12/02/2018,IRD:Human,USA,Maine,18-19,A/Maine/33/2018,
HA,MK557486,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,New York,18-19,A/New York/56/2018,
HA,MK556889,Yes,4,1752,H1N1,10/03/2018,IRD:Human,USA,Arkansas,18-19,A/Arkansas/09/2018,
HA,MK557718,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,Virginia,18-19,A/Virginia/59/2018,
HA,MK557134,Yes,4,1752,H1N1,12/18/2018,IRD:Human,USA,Indiana,18-19,A/Indiana/42/2018,
HA,MK633073,Yes,4,1752,H1N1,12/04/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD12622N/2018,
HA,MK630858,Yes,4,1752,H1N1,01/04/2019,IRD:Human,USA,California,18-19,A/California/07/2019,
HA,MK475374,Yes,4,1752,H1N1,10/15/2018,IRD:Human,USA,Washington,18-19,A/Washington/188/2018,
HA,MK475088,Yes,4,1752,H1N1,12/03/2018,IRD:Human,USA,Maine,18-19,A/Maine/34/2018,
HA,MK475501,Yes,4,1752,H1N1,11/19/2018,IRD:Human,USA,Texas,18-19,A/Texas/144/2018,
HA,MK502720,Yes,4,1701,H1N1,01/03/2018,IRD:Human,USA,Maryland,17-18,A/Maryland/7417/2018,
HA,MK475518,Yes,4,1752,H1N1,11/23/2018,IRD:Human,USA,Minnesota,18-19,A/Minnesota/59/2018,
HA,MK502840,Yes,4,1701,H1N1,03/30/2018,IRD:Human,USA,Ohio,17-18,A/Ohio/7380/2018,
HA,MK502856,Yes,4,1701,H1N1,07/16/2018,IRD:Human,USA,Ohio,-N/A-,A/Ohio/7382/2018,
HA,MK475478,Yes,4,1752,H1N1,11/21/2018,IRD:Human,USA,California,18-19,A/California/87/2018,
HA,MK475547,Yes,4,1752,H1N1,11/28/2018,IRD:Human,USA,Mississippi,18-19,A/Mississippi/13/2018,
HA,MK475110,Yes,4,1752,H1N1,11/30/2018,IRD:Human,USA,Massachusetts,18-19,A/Massachusetts/31/2018,
HA,MK502189,No,4,1701,H1N1,02/22/2018,IRD:Human,Belgium,-N/A-,17-18,A/Belgium/7328/2018,
HA,MK502194,No,4,1701,H1N1,03/28/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7347/2018,
HA,MK475406,Yes,4,1752,H1N1,11/29/2018,IRD:Human,USA,Idaho,18-19,A/Idaho/30/2018,
HA,MK475056,Yes,4,1752,H1N1,11/26/2018,IRD:Human,USA,New York,18-19,A/New York/53/2018,
HA,MK475183,Yes,4,1752,H1N1,11/27/2018,IRD:Human,USA,Connecticut,18-19,A/Connecticut/37/2018,
HA,MK502199,No,4,1701,H1N1,04/03/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7361/2018,
HA,MK502201,No,4,1701,H1N1,01/22/2018,IRD:Human,Italy,-N/A-,17-18,A/Italy/7365/2018,
HA,MK502576,Yes,4,1701,H1N1,02/26/2018,IRD:Human,Germany,-N/A-,17-18,A/Germany/7404/2018,
HA,MK626029,No,4,1752,H1N1,12/07/2018,IRD:Human,USA,Virginia,18-19,A/Virginia/57/2018,
HA,MK576994,Yes,4,1701,H1N1,12/20/2018,IRD:Human,South Korea,-N/A-,18-19,A/South Korea/7871/2018,
HA,MK623749,Yes,4,1752,H1N1,12/19/2018,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/27/2018,
HA,MK633825,Yes,4,1752,H1N1,05/21/2018,IRD:Human,Viet Nam,-N/A-,-N/A-,A/Viet Nam/NHRC-OID_FDPMU-005/2018,
HA,MK626317,Yes,4,1752,H1N1,12/19/2018,IRD:Human,USA,Montana,18-19,A/Montana/47/2018,
HA,MK623397,Yes,4,1752,H1N1,12/09/2018,IRD:Human,USA,California,18-19,A/California/107/2018,
HA,MK626293,Yes,4,1752,H1N1,12/12/2018,IRD:Human,USA,Montana,18-19,A/Montana/44/2018,
HA,MK623278,No,4,1752,H1N1,12/26/2018,IRD:Human,USA,Massachusetts,18-19,A/Massachusetts/35/2018,
HA,MK623701,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,New Mexico,18-19,A/New Mexico/31/2018,
HA,MK623877,Yes,4,1752,H1N1,01/03/2019,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/02/2019,
HA,MK631754,Yes,4,1752,H1N1,01/02/2019,IRD:Human,USA,Wyoming,18-19,A/Wyoming/01/2019,
HA,MK626429,Yes,4,1752,H1N1,11/26/2018,IRD:Human,USA,Tennessee,18-19,A/Tennessee/59/2018,
HA,MK626381,Yes,4,1752,H1N1,12/10/2018,IRD:Human,USA,Oregon,18-19,A/Oregon/27/2018,
HA,MK626437,Yes,4,1752,H1N1,12/05/2018,IRD:Human,USA,Texas,18-19,A/Texas/147/2018,
HA,MK633569,Yes,4,1752,H1N1,12/08/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_SAR42124N/2018,
HA,MK633273,Yes,4,1752,H1N1,12/03/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD81157N/2018,
HA,MK623469,Yes,4,1752,H1N1,12/21/2018,IRD:Human,USA,California,18-19,A/California/117/2018,
HA,MK633401,Yes,4,1752,H1N1,11/19/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX12184/2018,
HA,MK623853,Yes,4,1752,H1N1,12/26/2018,IRD:Human,USA,Washington,18-19,A/Washington/198/2018,
HA,MK576281,No,4,1701,H1N1,01/16/2019,IRD:Human,USA,Texas,18-19,A/Texas/7936/2019,
HA,MK633321,Yes,4,1752,H1N1,10/03/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX100117/2018,
HA,MK576290,No,4,1701,H1N1,01/02/2019,IRD:Human,USA,Washington,18-19,A/Washington/7952/2019,
HA,MK633329,Yes,4,1752,H1N1,11/20/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX100165/2018,
HA,MK631441,Yes,4,1752,H1N1,01/14/2019,IRD:Human,USA,North Carolina,18-19,A/North Carolina/02/2019,
HA,MK633065,Yes,4,1752,H1N1,11/20/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD12620N/2018,
HA,MK630770,Yes,4,1752,H1N1,01/02/2019,IRD:Human,USA,Alabama,18-19,A/Alabama/03/2019,
HA,MK623437,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,California,18-19,A/California/112/2018,
HA,MK576266,No,4,1701,H1N1,01/03/2019,IRD:Human,USA,Texas,18-19,A/Texas/7899/2019,
HA,MK576268,No,4,1701,H1N1,01/07/2019,IRD:Human,USA,Texas,18-19,A/Texas/7903/2019,
HA,MK576269,No,4,1701,H1N1,12/28/2018,IRD:Human,USA,Texas,18-19,A/Texas/7905/2018,
HA,MK633265,Yes,4,1752,H1N1,11/19/2018,IRD:Human,USA,California,18-19,A/California/NHRC-OID_BRD81148N/2018,
HA,MK630731,No,4,1752,H1N1,01/02/2019,IRD:Human,USA,California,18-19,A/California/12/2019,
HA,MK576754,Yes,4,1701,H1N1,01/08/2019,IRD:Human,USA,Alaska,18-19,A/Alaska/7806/2019,
HA,MK633361,Yes,4,1752,H1N1,01/09/2019,IRD:Human,USA,California,18-19,A/California/NHRC-OID_FDX100221/2019,
HA,MK626205,Yes,4,1752,H1N1,12/02/2018,IRD:Human,USA,District of Columbia,18-19,A/District Of Columbia/31/2018,
HA,MK631578,Yes,4,1752,H1N1,12/24/2018,IRD:Human,USA,South Carolina,18-19,A/South Carolina/03/2018,
HA,MK631306,Yes,4,1752,H1N1,01/10/2019,IRD:Human,USA,Montana,18-19,A/Montana/05/2019,
HA,MK635592,No,4,1701,H1N1,12/18/2018,IRD:Human,Japan,-N/A-,18-19,A/Japan/7700/2018,
HA,MK631098,Yes,4,1752,H1N1,01/06/2019,IRD:Human,USA,Illinois,18-19,A/Illinois/01/2019,
HA,MK626149,Yes,4,1752,H1N1,11/28/2018,IRD:Human,USA,California,18-19,A/California/97/2018,
HA,MK626229,Yes,4,1752,H1N1,12/02/2018,IRD:Human,USA,Indiana,18-19,A/Indiana/38/2018,
HA,MK623733,Yes,4,1752,H1N1,12/17/2018,IRD:Human,USA,North Carolina,18-19,A/North Carolina/43/2018,
HA,MK626157,Yes,4,1752,H1N1,12/01/2018,IRD:Human,USA,California,18-19,A/California/98/2018,
HA,MK623677,Yes,4,1752,H1N1,12/27/2018,IRD:Human,USA,New Hampshire,18-19,A/New Hampshire/36/2018,
HA,MK631482,Yes,4,1752,H1N1,01/13/2019,IRD:Human,USA,Oklahoma,18-19,A/Oklahoma/04/2019,
HA,MK631490,Yes,4,1752,H1N1,01/08/2019,IRD:Human,USA,Pennsylvania,18-19,A/Pennsylvania/03/2019,
HA,MK626253,Yes,4,1752,H1N1,12/09/2018,IRD:Human,USA,Kentucky,18-19,A/Kentucky/34/2018,
HA,MK623709,Yes,4,1752,H1N1,12/18/2018,IRD:Human,USA,New Mexico,18-19,A/New Mexico/32/2018,
HA,MK631330,Yes,4,1752,H1N1,01/08/2019,IRD:Human,USA,Nebraska,18-19,A/Nebraska/03/2019,
HA,MK631138,Yes,4,1752,H1N1,01/16/2019,IRD:Human,USA,Iowa,18-19,A/Iowa/04/2019,
HA,MK631258,Yes,4,1752,H1N1,12/25/2018,IRD:Human,USA,Michigan,18-19,A/Michigan/419/2018,
HA,MK633753,Yes,4,1752,H1N1,11/28/2018,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/NHRC-OID_SAR30160N/2018,
HA,MK631250,Yes,4,1752,H1N1,01/02/2019,IRD:Human,USA,Michigan,18-19,A/Michigan/01/2019,
HA,MK623837,Yes,4,1752,H1N1,12/12/2018,IRD:Human,USA,Washington,18-19,A/Washington/195/2018,
HA,MK630687,No,4,1752,H1N1,01/08/2019,IRD:Human,USA,Mississippi,18-19,A/Mississippi/02/2019,
HA,MK623829,Yes,4,1752,H1N1,12/23/2018,IRD:Human,USA,Vermont,18-19,A/Vermont/28/2018,
HA,MK577106,Yes,4,1701,H1N1,12/30/2018,IRD:Human,USA,Texas,18-19,A/Texas/7913/2018,
HA,MK576230,No,4,1701,H1N1,12/28/2018,IRD:Human,Japan,-N/A-,18-19,A/Japan/7844/2018,
HA,MK576232,No,4,1701,H1N1,01/07/2019,IRD:Human,Japan,-N/A-,18-19,A/Japan/7849/2019,
HA,MK576234,No,4,1701,H1N1,01/04/2019,IRD:Human,USA,Kentucky,18-19,A/Kentucky/7851/2019,
HA,MK576922,Yes,4,1701,H1N1,01/07/2019,IRD:Human,USA,New Jersey,18-19,A/New Jersey/7855/2019,
HA,MK576239,No,4,1701,H1N1,01/08/2019,IRD:Human,USA,Ohio,18-19,A/Ohio/7865/2019,
HA,MK576778,Yes,4,1701,H1N1,01/03/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/7816/2019,
HA,MK576866,Yes,4,1701,H1N1,01/10/2019,IRD:Human,Italy,-N/A-,18-19,A/Italy/7839/2019,
HA,MK630915,Yes,4,1752,H1N1,01/08/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/01/2019,
HA,MK576930,Yes,4,1701,H1N1,01/09/2019,IRD:Human,USA,New Jersey,18-19,A/New Jersey/7856/2019,
HA,MK577274,Yes,4,1701,H1N1,01/03/2019,IRD:Human,USA,Washington,18-19,A/Washington/7953/2019,
HA,MK576218,No,4,1701,H1N1,01/03/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/7818/2019,
HA,MK630930,Yes,4,1752,H1N1,01/15/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/05/2019,
HA,MK630947,Yes,4,1752,H1N1,01/06/2019,IRD:Human,USA,Connecticut,18-19,A/Connecticut/02/2019,
HA,MK576215,No,4,1701,H1N1,01/10/2019,IRD:Human,USA,California,18-19,A/California/7814/2019,
HA,MK576217,No,4,1701,H1N1,01/04/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/7817/2019,
HA,MK630985,Yes,4,1752,H1N1,01/01/2019,IRD:Human,USA,District of Columbia,18-19,A/District Of Columbia/01/2019,
HA,MK742980,No,4,1701,H1N1,01/17/2019,IRD:Human,USA,Virginia,18-19,A/Virginia/8087/2019,
HA,MK676444,Yes,4,1752,H1N1,01/16/2019,IRD:Human,USA,Florida,18-19,A/Florida/07/2019,
HA,MK676751,Yes,4,1752,H1N1,01/21/2019,IRD:Human,USA,Wyoming,18-19,A/Wyoming/03/2019,
HA,MK732992,No,4,1734,H1N1,11/21/2015,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/6454_14/2015,
HA,MK743922,Yes,4,1701,H1N1,01/10/2019,IRD:Human,USA,Washington,18-19,A/Washington/8088/2019,
HA,MK676708,Yes,4,1752,H1N1,01/24/2019,IRD:Human,USA,Tennessee,18-19,A/Tennessee/07/2019,
HA,MK743354,Yes,4,1701,H1N1,01/14/2019,IRD:Human,Guam,-N/A-,-N/A-,A/Guam/7984/2019,
HA,MK731549,Yes,4,1730,H1N1,02/18/2011,IRD:Human,USA,New York,10-11,A/New York/WC-LVD-11-022/2011,
HA,MK676635,Yes,4,1754,H1N1,01/31/2019,IRD:Human,USA,New York,18-19,A/New York/06/2019,
HA,MK692765,No,4,1752,H1N1,08/01/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/56/2018,
HA,MK676524,Yes,4,1752,H1N1,01/16/2019,IRD:Human,USA,Indiana,18-19,A/Indiana/04/2019,
HA,MK692766,No,4,1752,H1N1,07/31/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/55/2018,
HA,MK692768,No,4,1752,H1N1,07/19/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/54/2018,
HA,MK692769,No,4,1752,H1N1,07/06/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/46/2018,
HA,MK692771,No,4,1777,H1N1,07/04/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/47/2018,
HA,MK692774,No,4,1752,H1N1,06/08/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/43/2018,
HA,MK676460,Yes,4,1752,H1N1,01/19/2019,IRD:Human,USA,Florida,18-19,A/Florida/09/2019,
HA,MK692755,No,4,1752,H1N1,08/08/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/66/2018,
HA,MK692760,No,4,1752,H1N1,08/02/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/62/2018,
HA,MK692761,No,4,1777,H1N1,08/01/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/61/2018,
HA,MK676492,Yes,4,1752,H1N1,01/17/2019,IRD:Human,USA,Idaho,18-19,A/Idaho/03/2019,
HA,MK692775,No,4,1752,H1N1,05/14/2018,IRD:Human,Kenya,-N/A-,-N/A-,A/Kenya/42/2018,
HA,MK716074,Yes,4,1752,H1N1,01/27/2019,IRD:Human,USA,New Mexico,18-19,A/New Mexico/07/2019,
HA,MK676333,No,4,1752,H1N1,01/14/2019,IRD:Human,USA,Maryland,18-19,A/Maryland/04/2019,
HA,MK676427,Yes,4,1752,H1N1,01/22/2019,IRD:Human,USA,Connecticut,18-19,A/Connecticut/07/2019,
HA,MK715648,Yes,4,1752,H1N1,09/18/2018,IRD:Human,USA,Florida,-N/A-,A/Florida/85/2018,
HA,MK716026,Yes,4,1752,H1N1,01/05/2019,IRD:Human,USA,Nevada,18-19,A/Nevada/08/2019,
HA,MK715818,Yes,4,1752,H1N1,01/25/2019,IRD:Human,USA,California,18-19,A/California/29/2019,
HA,MK715890,Yes,4,1752,H1N1,01/23/2019,IRD:Human,USA,Colorado,18-19,A/Colorado/07/2019,
HA,MK716162,Yes,4,1753,H1N1,01/28/2019,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/25/2019,
HA,MK715746,Yes,4,1752,H1N1,01/24/2019,IRD:Human,USA,Arkansas,18-19,A/Arkansas/07/2019,
HA,MK715866,Yes,4,1752,H1N1,01/29/2019,IRD:Human,USA,California,18-19,A/California/35/2019,
HA,MK715882,Yes,4,1752,H1N1,02/01/2019,IRD:Human,USA,California,18-19,A/California/39/2019,
HA,MK716190,Yes,4,1752,H1N1,02/01/2019,IRD:Human,USA,Wisconsin,18-19,A/Wisconsin/29/2019,
HA,MK716130,Yes,4,1752,H1N1,01/28/2019,IRD:Human,USA,Utah,18-19,A/Utah/08/2019,
HA,MK742953,No,4,1701,H1N1,01/08/2019,IRD:Human,Japan,-N/A-,18-19,A/Japan/7999/2019,
HA,MK715722,Yes,4,1752,H1N1,01/13/2019,IRD:Human,USA,Arizona,18-19,A/Arizona/08/2019,
HA,MK743826,Yes,4,1701,H1N1,01/16/2019,IRD:Human,USA,Texas,18-19,A/Texas/8068/2019,
HA,MK731821,Yes,4,1727,H1N1,04/17/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-046/2012,
HA,MK839779,Yes,4,1701,H1N1,01/24/2019,IRD:Human,Italy,-N/A-,18-19,A/Italy/8449/2019,
HA,MK733132,Yes,4,1730,H1N1,11/16/2015,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/6670_10/2015,
HA,MK731637,Yes,4,1730,H1N1,02/10/2011,IRD:Human,USA,New York,10-11,A/New York/WC-LVD-11-037/2011,
HA,MK731661,Yes,4,1752,H1N1,02/25/2012,IRD:Human,USA,New York,11-12,A/New York/WC-LVD-12-026/2012,
HA,MK733172,Yes,4,1701,H1N1,12/09/2015,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/8689_07/2015,
