accession,length,date,name,
KU509625,1701,2015/10/24,A/Arizona/26/2015,
MK246031,1701,2015/10/26,A/Saudi Arabia/34/2015,
KX004122,1752,2015/10/26,A/Pennsylvania/41/2015,
KU558983,1730,2015/10/26,A/Czech Republic/95/2015,
MH329155,1701,2015/10/26,A/Taiwan/03467/2015,
MH329156,1701,2015/10/27,A/Taiwan/03503/2015,
KX004154,1752,2015/10/28,A/Florida/88/2015,
KU509751,1701,2015/10/28,A/Florida/88/2015,
KX004333,1752,2015/10/28,A/Florida/88/2015,
KY284534,1701,2015/10/28,A/Shiraz/18/2015,
KU242425,1701,2015/11/03,A/Bushehr/116090/2015,
KU509687,1701,2015/11/03,A/Michigan/68/2015,
KX004178,1752,2015/11/04,A/Iowa/53/2015,
KX949403,1751,2015/11/04,A/Iowa/53/2015,
KX949386,1751,2015/11/04,A/Iowa/53/2015,
MF768843,1701,2015/11/04,A/Jeddah/KFAFH3161/2015,
KU509799,1701,2015/11/05,A/Arkansas/10/2015,
KX004162,1752,2015/11/05,A/Arkansas/10/2015,
KX004114,1752,2015/11/06,A/Virginia/297/2015,
MF768579,1701,2015/11/07,A/Jeddah/KFAFH1334/2015,
MG230339,1701,2015/11/12,A/Semnan/0191/2015,
MG230337,1701,2015/11/12,A/Markazi/0189/2015,
MF768787,1701,2015/11/12,A/Jeddah/0267/2015,
MK733100,1752,2015/11/12,A/Nicaragua/30589_01_TR1/2015,
KY284533,1701,2015/11/16,A/Shiraz/17/2015,
MG230340,1701,2015/11/16,A/Markazi/0217/2015,
MK733132,1730,2015/11/16,A/Nicaragua/6670_10/2015,
MG230347,1701,2015/11/17,A/Markazi/0264/2015,
MG230341,1701,2015/11/17,A/Semnan/0222/2015,
MG230348,1701,2015/11/17,A/Markazi/0257/2015,
MG230349,1701,2015/11/17,A/Semnan/0269/2015,
MG230343,1701,2015/11/18,A/Zanjan/0231/2015,
MF768859,1701,2015/11/19,A/Jeddah/0234/2015,
MK732992,1734,2015/11/21,A/Nicaragua/6454_14/2015,
KY284524,1701,2015/11/22,A/Shira/2/2015,
MG230364,1701,2015/11/23,A/Zanjan/0369/2015,
MG230372,1701,2015/11/25,A/Markazi/0675/2015,
CY256722,1752,2015/11/25,A/Nicaragua/8583_02/2015,
MG230374,1701,2015/11/26,A/Semnan/0718/2015,
CY256754,1752,2015/11/27,A/Nicaragua/7602_07/2015,
MK246051,1701,2015/11/27,A/Saudi Arabia/77/2015,
KU504697,1701,2015/11/27,A/Kerman/117007/2015,
CY256778,1752,2015/11/27,A/Nicaragua/8746_02/2015,
MG230376,1701,2015/11/28,A/Zanjan/0730/2015,
MG230377,1701,2015/11/28,A/Semnan/0755/2015,
KU504699,1701,2015/12/01,A/Sistan/57/2015,
KX004619,1751,2015/12/01,A/Arizona/40/2015,
MH329160,1701,2015/12/01,A/Taiwan/03938/2015,
MG230391,1701,2015/12/02,A/Markazi/0785/2015,
MK246039,1701,2015/12/02,A/Saudi Arabia/61/2015,
MG230378,1701,2015/12/02,A/Zanjan/0757/2015,
CY256834,1752,2015/12/07,A/Nicaragua/4303_11/2015,
CY256850,1752,2015/12/08,A/Nicaragua/6322_06/2015,
KY930508,1701,2015/12/09,A/Shiraz/107/2015,
MK733172,1701,2015/12/09,A/Nicaragua/8689_07/2015,
KY634450,1701,2015/12/10,A/Tehran/Sm03/2015,
KX004493,1752,2015/12/11,A/Tennessee/23/2015,
KX408195,1752,2015/12/11,A/Tennessee/23/2015,
MK246044,1701,2015/12/11,A/Saudi Arabia/68/2015,
KX004249,1752,2015/12/12,A/Maryland/21/2015,
KX408123,1752,2015/12/12,A/New Mexico/29/2015,
MG230394,1701,2015/12/12,A/Markazi/0834/2015,
CY256874,1752,2015/12/12,A/Nicaragua/8154_07/2015,
MG230392,1701,2015/12/12,A/Markazi/0808/2015,
KX005737,1752,2015/12/14,A/Pennsylvania/54/2015,
KY044921,1752,2015/12/14,A/Michigan/72/2015,
KY949802,1774,2015/12/14,A/Linkou/0030/2015,
KX004587,1752,2015/12/15,A/Nevada/40/2015,
KY284527,1701,2015/12/15,A/Shiraz/5/2015,
KX004300,1752,2015/12/16,A/Michigan/74/2015,
KY284530,1701,2015/12/16,A/Shiraz/14/2015,
MH329163,1701,2015/12/16,A/Taiwan/04153/2015,
MH329164,1701,2015/12/16,A/Taiwan/04156/2015,
KX004098,1752,2015/12/16,A/Iowa/55/2015,
MK733164,1761,2015/12/16,A/Nicaragua/8625_11/2015,
CY256898,1752,2015/12/17,A/Nicaragua/6447_07/2015,
KX005825,1752,2015/12/17,A/Minnesota/56/2015,
MK246035,1701,2015/12/18,A/Saudi Arabia/54/2015,
KX005154,1752,2015/12/19,A/Georgia/15/2015,
KX004286,1752,2015/12/20,A/Florida/100/2015,
KX005338,1752,2015/12/21,A/Virginia/298/2015,
KY949991,1773,2015/12/21,A/Linkou/0034/2015,
MK246034,1701,2015/12/21,A/Saudi Arabia/40/2015,
MK246038,1701,2015/12/21,A/Saudi Arabia/59/2015,
KX004209,1752,2015/12/22,A/Utah/16/2015,
KX088388,1701,2015/12/22,A/Ankara/03/2015,
KX005026,1752,2015/12/22,A/Colorado/32/2015,
KX088389,1701,2015/12/22,A/Ankara/04/2015,
KX004225,1753,2015/12/23,A/Nevada/42/2015,
KX004767,1752,2015/12/23,A/Florida/102/2015,
KX408883,1752,2015/12/23,A/Idaho/37/2015,
KX004477,1752,2015/12/24,A/Connecticut/10/2015,
KX005290,1753,2015/12/25,A/Idaho/40/2015,
KX088393,1701,2015/12/25,A/Van/02/2015,
KX408131,1752,2015/12/27,A/New Mexico/31/2015,
KX004595,1751,2015/12/28,A/California/120/2015,
KY044928,1753,2015/12/28,A/Florida/101/2015,
CY256930,1752,2015/12/28,A/Nicaragua/8109_02/2015,
KY930509,1701,2015/12/28,A/Shiraz/127/2015,
CY256922,1752,2015/12/28,A/Nicaragua/7525_12/2015,
KX004603,1751,2015/12/29,A/Florida/103/2015,
KX408291,1752,2015/12/29,A/Pennsylvania/55/2015,
KX214551,1701,2015/12/30,A/Adana/07/2015,
KX214540,1701,2015/12/30,A/Bayburt/01/2015,
MH329166,1701,2015/12/30,A/Taiwan/04364/2015,
KX051559,1701,2015/12/30,A/Gaziantep/02/2015,
KX004651,1751,2015/12/31,A/Arizona/31/2015,
KX004970,1753,2015/12/31,A/Hawaii/83/2015,
MG279498,1701,2015/12/31,A/Taiwan/04370/2015,
KX918452,1752,2016/01/01,A/Arizona/03/2016,
CY208147,1701,2016/01/01,A/Japan/4914/2016,
KU720431,1701,2016/01/01,A/Iran/114/2016,
KY328767,1701,2016/01/02,A/Sari/11404/2016,
KX004922,1752,2016/01/02,A/Montana/02/2016,
KX097044,1701,2016/01/04,A/Adana/11/2016,
KX097046,1701,2016/01/04,A/Adana/13/2016,
KX097048,1701,2016/01/04,A/Adana/15/2016,
KY509807,1701,2016/01/04,A/Chungnam/29/2016,
MG279499,1701,2016/01/04,A/Taiwan/00043/2016,
KU720435,1701,2016/01/05,A/Iran/279/2016,
KX004898,1752,2016/01/05,A/Utah/01/2016,
KX004546,1752,2016/01/05,A/New York/01/2016,
KX406163,1752,2016/01/05,A/California/08/2016,
MG230396,1701,2016/01/05,A/Semnan/0908/2016,
MG230402,1701,2016/01/05,A/Markazi/0985/2016,
MG230403,1701,2016/01/05,A/Zanjan/1035/2016,
MG230400,1701,2016/01/05,A/Zanjan/0916/2016,
CY256714,1752,2016/01/06,A/Nicaragua/8427_02/2016,
MG982599,1701,2016/01/07,A/shandong-zhifu/SWL119/2016,
KX097040,1701,2016/01/08,A/Kirikkale/01/2016,
KY949975,1774,2016/01/08,A/Linkou/0047/2016,
KX005602,1752,2016/01/08,A/Georgia/02/2016,
KX005235,1752,2016/01/08,A/Wisconsin/10/2016,
KX406227,1752,2016/01/08,A/Connecticut/02/2016,
KX005466,1752,2016/01/09,A/Arkansas/01/2016,
KX097041,1701,2016/01/09,A/Eskisehir/01/2016,
MG230405,1701,2016/01/10,A/Semnan/1084/2016,
MG230407,1701,2016/01/10,A/Zanjan/1135/2016,
KX006018,1752,2016/01/10,A/Colorado/02/2016,
KX408635,1752,2016/01/10,A/New Jersey/03/2016,
MG230408,1701,2016/01/10,A/Semnan/1164/2016,
MG230406,1701,2016/01/10,A/Zanjan/1133/2016,
KX004643,1751,2016/01/11,A/Massachusetts/01/2016,
KX005849,1752,2016/01/11,A/Alabama/01/2016,
KX004978,1752,2016/01/12,A/Hawaii/01/2016,
KY487336,1777,2016/01/12,A/Taipei/0030/2016,
KX406027,1752,2016/01/13,A/Florida/03/2016,
CY208150,1701,2016/01/13,A/Nebraska/4917/2016,
MH329072,1701,2016/01/13,A/Taiwan/00185/2016,
KY487340,1777,2016/01/13,A/Keelung/0027/2016,
KX005330,1752,2016/01/14,A/Wyoming/01/2016,
KX775351,1701,2016/01/14,A/Arkhangelsk/CRIE-109/2016,
KU720434,1701,2016/01/14,A/Iran/211/2016,
MF593485,1701,2016/01/14,A/Mexico/4104/2016,
KX408643,1752,2016/01/14,A/New Jersey/04/2016,
KY615424,1777,2016/01/15,A/Linkou/0060/2016,
MG230409,1701,2016/01/15,A/Markazi/1190/2016,
MG230410,1701,2016/01/15,A/Markazi/1196/2016,
MG230412,1701,2016/01/15,A/Markazi/1198/2016,
KU720432,1701,2016/01/16,A/Iran/187/2016,
KX005314,1752,2016/01/16,A/Wyoming/02/2016,
KX006026,1752,2016/01/16,A/Texas/03/2016,
CY208156,1701,2016/01/16,A/Washington/4923/2016,
KX006072,1753,2016/01/16,A/Washington/14/2016,
MG230433,1701,2016/01/16,A/Markazi/1226/2016,
KX406419,1753,2016/01/18,A/Arizona/16/2016,
KX408371,1752,2016/01/18,A/Texas/04/2016,
KY509808,1701,2016/01/18,A/Gangwon/61/2016,
KY487330,1777,2016/01/18,A/Taipei/0032/2016,
KY487702,1777,2016/01/18,A/Linkou/0065/2016,
KU821081,1745,2016/01/18,A/British Columbia/11/2016,
KX408939,1752,2016/01/18,A/South Dakota/03/2016,
KX408355,1752,2016/01/18,A/New York/04/2016,
KX406203,1752,2016/01/19,A/North Carolina/08/2016,
KX406355,1752,2016/01/19,A/Idaho/03/2016,
KX408539,1752,2016/01/19,A/Georgia/07/2016,
CY208169,1701,2016/01/19,A/Ohio/4936/2016,
KX406403,1752,2016/01/19,A/Arizona/14/2016,
KX406939,1752,2016/01/19,A/Maryland/01/2016,
KX006139,1753,2016/01/20,A/Montana/08/2016,
KX004858,1752,2016/01/20,A/Michigan/08/2016,
KX408339,1752,2016/01/20,A/Pennsylvania/04/2016,
MG230417,1701,2016/01/20,A/Markazi/1285/2016,
MG230418,1701,2016/01/20,A/Markazi/1286/2016,
MG279500,1701,2016/01/20,A/Taiwan/00279/2016,
KX406483,1752,2016/01/20,A/California/30/2016,
KY615480,1777,2016/01/20,A/Keelung/0031/2016,
KX005938,1752,2016/01/21,A/Nebraska/04/2016,
KU821083,1745,2016/01/21,A/British Columbia/15/2016,
KX409339,1752,2016/01/21,A/Texas/68/2016,
KX918548,1752,2016/01/21,A/Michigan/20/2016,
KX408419,1752,2016/01/22,A/South Carolina/02/2016,
KY273037,1701,2016/01/22,A/Xiamen/s212/2016,
KX775359,1701,2016/01/22,A/Arkhangelsk/CRIE-111/2016,
CY208207,1701,2016/01/22,A/Mississippi/4974/2016,
MG230421,1701,2016/01/22,A/Zanjani/1317/2016,
KX406067,1753,2016/01/23,A/Indiana/12/2016,
KX005122,1752,2016/01/23,A/Indiana/09/2016,
KU761510,1744,2016/01/24,A/Czech Republic/4/2016,
KY044624,1752,2016/01/24,A/Nevada/08/2016,
KX406235,1752,2016/01/24,A/Delaware/04/2016,
KU761519,1744,2016/01/25,A/Czech Republic/7/2016,
KY487602,1777,2016/01/25,A/Taipei/0045/2016,
KU761516,1744,2016/01/25,A/Czech Republic/6/2016,
MG230423,1701,2016/01/26,A/Markazi/1378/2016,
MG230424,1701,2016/01/26,A/Zanjan/1397/2016,
MG230425,1701,2016/01/26,A/Zanjan/1398/2016,
KU761525,1744,2016/01/26,A/Czech Republic/9/2016,
KX005574,1752,2016/01/27,A/Kansas/01/2016,
KY044712,1752,2016/01/27,A/Wisconsin/13/2016,
KU761522,1744,2016/01/27,A/Czech Republic/8/2016,
MG279502,1701,2016/01/28,A/Taiwan/00394/2016,
MH329089,1701,2016/01/28,A/Taiwan/00398/2016,
MH329085,1701,2016/01/28,A/Taiwan/00389/2016,
CY208170,1701,2016/01/28,A/Ohio/4937/2016,
CY208177,1701,2016/01/28,A/South Korea/4944/2016,
KU761528,1744,2016/01/28,A/Czech Republic/10/2016,
KY487767,1777,2016/01/28,A/Linkou/0084/2016,
KY949887,1774,2016/01/28,A/Keelung/0039/2016,
KX014852,1758,2016/01/29,A/Czech Republic/12/2016,
KX237695,1744,2016/01/29,A/Czech Republic/13/2016,
KX775383,1701,2016/01/29,A/Krasnodar/CRIE-202/2016,
CY208176,1701,2016/01/30,A/South Korea/4943/2016,
KX014858,1744,2016/02/01,A/Czech Republic/15/2016,
KX005922,1752,2016/02/01,A/Wisconsin/23/2016,
KX237698,1743,2016/02/01,A/Czech Republic/17/2016,
KX409875,1752,2016/02/01,A/New Mexico/11/2016,
KX409083,1752,2016/02/01,A/Wisconsin/16/2016,
KY273038,1701,2016/02/01,A/Xiamen/s203/2016,
KX014861,1744,2016/02/01,A/Czech Republic/16/2016,
KX408443,1752,2016/02/01,A/Rhode Island/04/2016,
MG982600,1701,2016/02/01,A/shandong-zhifu/SWL1194/2016,
CY208167,1701,2016/02/01,A/New York/4934/2016,
KX407083,1752,2016/02/02,A/South Dakota/04/2016,
KX408595,1752,2016/02/02,A/Georgia/12/2016,
KY487233,1777,2016/02/02,A/Taipei/0055/2016,
KY615425,1777,2016/02/02,A/Linkou/0097/2016,
KY615441,1777,2016/02/02,A/Linkou/0098/2016,
KY045067,1749,2016/02/02,A/Michigan/28/2016,
KU720436,1701,2016/02/02,A/Iran/1417/2016,
KX014867,1744,2016/02/03,A/Czech Republic/23/2016,
KX014870,1744,2016/02/03,A/Czech Republic/24/2016,
KX408587,1752,2016/02/03,A/Georgia/11/2016,
KY509809,1701,2016/02/03,A/Seoul/224/2016,
KX408683,1753,2016/02/04,A/District Of Columbia/01/2016,
KX417046,1752,2016/02/04,A/Indiana/21/2016,
KX406531,1752,2016/02/04,A/Nevada/12/2016,
KX006237,1752,2016/02/05,A/North Dakota/08/2016,
KX237704,1743,2016/02/05,A/Czech Republic/26/2016,
CY208171,1701,2016/02/05,A/Ohio/4938/2016,
CY208303,1701,2016/02/06,A/Mississippi/5070/2016,
KX409363,1752,2016/02/07,A/Texas/72/2016,
KX406867,1752,2016/02/07,A/Texas/28/2016,
KX406547,1752,2016/02/08,A/Wisconsin/24/2016,
KX406539,1752,2016/02/08,A/Washington/20/2016,
KX409947,1752,2016/02/08,A/California/78/2016,
KX408699,1752,2016/02/08,A/Washington/22/2016,
KX408179,1752,2016/02/08,A/Kansas/05/2016,
KX408947,1752,2016/02/08,A/Oklahoma/05/2016,
CY208205,1701,2016/02/08,A/Georgia/4972/2016,
KX407371,1752,2016/02/08,A/California/44/2016,
KX918540,1752,2016/02/08,A/Michigan/18/2016,
KX409939,1752,2016/02/09,A/California/77/2016,
KX406915,1752,2016/02/09,A/Texas/31/2016,
CY208197,1701,2016/02/09,A/Alabama/4964/2016,
CY210102,1701,2016/02/09,A/South Korea/5531/2016,
KX409259,1752,2016/02/09,A/Tennessee/06/2016,
KX408611,1752,2016/02/09,A/Georgia/14/2016,
KX407155,1752,2016/02/10,A/Nebraska/09/2016,
CY208246,1701,2016/02/10,A/Japan/5013/2016,
KX407963,1753,2016/02/10,A/Maryland/07/2016,
KX409139,1752,2016/02/11,A/Texas/18/2016,
KY273039,1701,2016/02/11,A/Xiamen/s195/2016,
KX406779,1752,2016/02/12,A/Montana/19/2016,
CY210103,1701,2016/02/12,A/South Korea/5532/2016,
CY210105,1701,2016/02/12,A/South Korea/5534/2016,
KX237710,1743,2016/02/12,A/Czech Republic/71a/2016,
MF319593,1701,2016/02/13,A/India/P161705/2016,
KX407611,1752,2016/02/13,A/Pennsylvania/14/2016,
KX406907,1752,2016/02/13,A/California/39/2016,
KY045122,1752,2016/02/13,A/North Dakota/16/2016,
MF319590,1701,2016/02/14,A/India/P161674/2016,
KX237716,1743,2016/02/15,A/Czech Republic/73/2016,
KX407891,1752,2016/02/15,A/Michigan/45/2016,
KY273040,1701,2016/02/15,A/Xiamen/s197/2016,
CY259615,1752,2016/02/15,A/New York/A-WC-LVD-16-035/2016,
MF319594,1701,2016/02/15,A/India/P161761/2016,
KX407115,1752,2016/02/15,A/South Dakota/10/2016,
KX918956,1752,2016/02/15,A/Texas/99/2016,
KY273041,1701,2016/02/15,A/Xiamen/s217/2016,
KX918572,1752,2016/02/16,A/Maine/05/2016,
KY487365,1777,2016/02/16,A/Taipei/0063/2016,
KX407067,1752,2016/02/16,A/Wisconsin/26/2016,
CY208262,1701,2016/02/16,A/Utah/5029/2016,
CY208300,1701,2016/02/16,A/Kentucky/5067/2016,
KX237725,1743,2016/02/17,A/Czech Republic/71b/2016,
KX407059,1752,2016/02/17,A/Florida/26/2016,
KX407475,1752,2016/02/17,A/Kansas/08/2016,
CY210113,1701,2016/02/17,A/South Korea/5542/2016,
KY487709,1777,2016/02/17,A/Taipei/0067/2016,
KY487617,1777,2016/02/17,A/Keelung/0056/2016,
KX407483,1752,2016/02/17,A/Kansas/09/2016,
CY208322,1701,2016/02/17,A/Utah/5089/2016,
KX410019,1752,2016/02/18,A/New Mexico/18/2016,
KX919380,1753,2016/02/18,A/Texas/144/2016,
CY208248,1701,2016/02/18,A/Maryland/5015/2016,
CY208261,1701,2016/02/18,A/Texas/5028/2016,
CY208306,1701,2016/02/18,A/Mississippi/5073/2016,
CY208319,1701,2016/02/18,A/South Dakota/5086/2016,
CY210117,1701,2016/02/18,A/South Korea/5546/2016,
MF319595,1701,2016/02/18,A/India/P161819/2016,
KX409731,1752,2016/02/18,A/Texas/51/2016,
CY208251,1701,2016/02/18,A/New Jersey/5018/2016,
CY208311,1701,2016/02/18,A/New York/5078/2016,
CY210116,1701,2016/02/18,A/South Korea/5545/2016,
MH329101,1701,2016/02/18,A/Taiwan/00702/2016,
KX409395,1752,2016/02/19,A/Texas/81/2016,
KX407035,1752,2016/02/19,A/Florida/21/2016,
KX407227,1752,2016/02/19,A/Washington/27/2016,
CY208308,1701,2016/02/19,A/Mississippi/5075/2016,
MH329102,1701,2016/02/19,A/Taiwan/00710/2016,
KX408747,1752,2016/02/19,A/Virginia/11/2016,
CY208243,1701,2016/02/19,A/Illinois/5010/2016,
CY208264,1701,2016/02/19,A/Virginia/5031/2016,
CY208317,1701,2016/02/19,A/Ohio/5084/2016,
CY208228,1701,2016/02/19,A/Alabama/4995/2016,
CY209793,1701,2016/02/19,A/Washington/5308/2016,
CY210121,1701,2016/02/19,A/South Korea/5550/2016,
KX775415,1701,2016/02/19,A/Moscow/CRIE-288/2016,
KX409243,1752,2016/02/20,A/Utah/13/2016,
KX407643,1752,2016/02/20,A/Idaho/09/2016,
KX918788,1752,2016/02/20,A/Pennsylvania/48/2016,
KY045097,1752,2016/02/20,A/Wisconsin/28/2016,
CY208392,1701,2016/02/20,A/Washington/5159/2016,
CY210122,1701,2016/02/20,A/South Korea/5551/2016,
KY045384,1752,2016/02/20,A/Pennsylvania/48/2016,
KX407675,1752,2016/02/21,A/Montana/22/2016,
KX914916,1752,2016/02/21,A/Kentucky/08/2016,
CY208254,1701,2016/02/21,A/New York/5021/2016,
KX407307,1752,2016/02/21,A/Massachusetts/05/2016,
CY208229,1701,2016/02/22,A/Alabama/4996/2016,
CY210124,1701,2016/02/22,A/South Korea/5553/2016,
CY210127,1701,2016/02/22,A/South Korea/5556/2016,
KY273042,1701,2016/02/22,A/Xiamen/s186/2016,
KX919164,1752,2016/02/22,A/Georgia/43/2016,
KY273043,1701,2016/02/22,A/Xiamen/s187/2016,
KX254935,1743,2016/02/23,A/Czech Republic/79/2016,
KY044820,1753,2016/02/23,A/Georgia/25/2016,
CY208310,1701,2016/02/23,A/Nebraska/5077/2016,
CY208320,1701,2016/02/23,A/South Dakota/5087/2016,
CY208386,1701,2016/02/23,A/Utah/5153/2016,
KX918652,1752,2016/02/23,A/Pennsylvania/27/2016,
CY208292,1701,2016/02/23,A/Florida/5059/2016,
CY210128,1701,2016/02/23,A/South Korea/5557/2016,
KX407211,1752,2016/02/24,A/Wisconsin/31/2016,
CY210129,1701,2016/02/24,A/South Korea/5558/2016,
KY273044,1701,2016/02/24,A/Xiamen/s205/2016,
KX407691,1752,2016/02/24,A/Montana/27/2016,
CY208393,1701,2016/02/24,A/Washington/5160/2016,
CY208396,1701,2016/02/24,A/Wyoming/5163/2016,
CY208335,1701,2016/02/24,A/Alaska/5102/2016,
KX407539,1752,2016/02/24,A/Nevada/17/2016,
CY208312,1701,2016/02/25,A/New York/5079/2016,
MG982607,1701,2016/02/25,A/shandong-zhifu/SWL194/2016,
KX918812,1752,2016/02/25,A/Pennsylvania/51/2016,
CY210062,1701,2016/02/25,A/Washington/5491/2016,
KX409275,1752,2016/02/26,A/Tennessee/08/2016,
CY208338,1701,2016/02/26,A/Arizona/5105/2016,
KX408811,1752,2016/02/26,A/Michigan/33/2016,
KX409643,1752,2016/02/26,A/South Carolina/10/2016,
KX914956,1752,2016/02/26,A/Florida/34/2016,
KX410427,1752,2016/02/27,A/Michigan/61/2016,
KX409411,1752,2016/02/27,A/Texas/87/2016,
KY487140,1777,2016/02/27,A/Baltimore/0088/2016,
KX914996,1752,2016/02/28,A/New Mexico/20/2016,
KY044826,1752,2016/02/28,A/Georgia/31/2016,
KX407835,1752,2016/02/28,A/Colorado/16/2016,
MF593501,1701,2016/02/28,A/Mexico/4433/2016,
KX408051,1752,2016/02/29,A/Pennsylvania/18/2016,
CY209796,1701,2016/02/29,A/Washington/5311/2016,
CY259727,1752,2016/02/29,A/New York/A-WC-LVD-16-050/2016,
MG982601,1701,2016/02/29,A/shandong-zhifu/SWL1171/2016,
CY208361,1701,2016/02/29,A/Maryland/5128/2016,
KX409811,1752,2016/03/01,A/Hawaii/20/2016,
KX523704,1701,2016/03/01,A/California/NHRC_BRD12194N/2016,
CY208384,1701,2016/03/01,A/South Carolina/5151/2016,
CY208348,1701,2016/03/01,A/Delaware/5115/2016,
KY615443,1777,2016/03/01,A/Keelung/0068/2016,
MF593493,1701,2016/03/01,A/Mexico/4431/2016,
KY648960,1701,2016/03/01,A/Guangzhou/39/2016,
KY648961,1701,2016/03/01,A/Guangzhou/41/2016,
KX918660,1752,2016/03/01,A/Pennsylvania/28/2016,
KY648964,1701,2016/03/01,A/Guangzhou/44/2016,
CY208366,1701,2016/03/02,A/Massachusetts/5133/2016,
CY208381,1701,2016/03/02,A/Ohio/5148/2016,
KX409627,1752,2016/03/03,A/Kentucky/12/2016,
CY208428,1701,2016/03/03,A/Colorado/5195/2016,
KX254947,1743,2016/03/03,A/Czech Republic/88/2016,
KX407955,1752,2016/03/03,A/New Jersey/12/2016,
CY208438,1701,2016/03/03,A/Kentucky/5205/2016,
CY208437,1701,2016/03/03,A/Kentucky/5204/2016,
KX254938,1743,2016/03/03,A/Czech Republic/83/2016,
KX407531,1752,2016/03/04,A/Mississippi/10/2016,
CY208364,1701,2016/03/04,A/Maryland/5131/2016,
CY208351,1701,2016/03/04,A/Georgia/5118/2016,
CY208334,1701,2016/03/04,A/Alabama/5101/2016,
CY208363,1701,2016/03/04,A/Maryland/5130/2016,
CY208378,1701,2016/03/04,A/Ohio/5145/2016,
CY210048,1701,2016/03/04,A/Ohio/5477/2016,
MH329117,1701,2016/03/05,A/Taiwan/01016/2016,
KX410291,1752,2016/03/06,A/Montana/32/2016,
KX410283,1752,2016/03/06,A/Montana/31/2016,
KX918820,1752,2016/03/06,A/Pennsylvania/54/2016,
KY487656,1777,2016/03/06,A/EastBaltimore/0103/2016,
KX411115,1748,2016/03/06,A/Illinois/22/2016,
KX407851,1752,2016/03/07,A/Texas/46/2016,
KX407931,1752,2016/03/07,A/New Hampshire/08/2016,
KX914964,1752,2016/03/07,A/Texas/47/2016,
KX915452,1752,2016/03/07,A/Pennsylvania/56/2016,
CY208353,1701,2016/03/07,A/Georgia/5120/2016,
MH329118,1701,2016/03/07,A/Taiwan/01042/2016,
KX409611,1752,2016/03/07,A/North Dakota/22/2016,
CY208449,1701,2016/03/07,A/New Jersey/5216/2016,
KX410131,1752,2016/03/08,A/Vermont/10/2016,
KX410435,1752,2016/03/08,A/Tennessee/20/2016,
KX410419,1752,2016/03/08,A/Louisiana/10/2016,
CY208422,1701,2016/03/08,A/Arizona/5189/2016,
CY210064,1701,2016/03/08,A/Wyoming/5493/2016,
KX523744,1701,2016/03/08,A/South Carolina/NHRC_75421/2016,
CY208474,1701,2016/03/08,A/Washington/5241/2016,
CY208446,1701,2016/03/08,A/Massachusetts/5213/2016,
MH329119,1701,2016/03/08,A/Taiwan/01052/2016,
KY487123,1777,2016/03/08,A/EastBaltimore/0107/2016,
KX409667,1752,2016/03/09,A/Kansas/19/2016,
KX915404,1752,2016/03/09,A/Hawaii/37/2016,
MG982606,1701,2016/03/09,A/shandong-zhifu/SWL1193/2016,
KX409515,1752,2016/03/09,A/Georgia/38/2016,
KX409523,1752,2016/03/09,A/Georgia/39/2016,
CY208453,1701,2016/03/09,A/New Jersey/5220/2016,
CY210002,1701,2016/03/09,A/Alabama/5431/2016,
CY259655,1701,2016/03/09,A/New York/A-WC-LVD-16-040/2016,
KX410115,1752,2016/03/10,A/Virginia/41/2016,
KX410835,1752,2016/03/10,A/New York/46/2016,
KX409707,1752,2016/03/10,A/Alabama/07/2016,
CY208465,1701,2016/03/10,A/Ohio/5232/2016,
CY210054,1701,2016/03/10,A/Texas/5483/2016,
KX410195,1752,2016/03/10,A/Colorado/21/2016,
KX410211,1752,2016/03/11,A/Washington/43/2016,
KX915116,1752,2016/03/11,A/California/100/2016,
CY210039,1701,2016/03/11,A/New Mexico/5468/2016,
CY210059,1701,2016/03/11,A/Utah/5488/2016,
CY258913,1732,2016/03/11,A/New York/A-WC-LVD-16-018/2016,
CY210045,1701,2016/03/11,A/North Carolina/5474/2016,
KY615408,1777,2016/03/12,A/Baltimore/0110/2016,
KX410339,1752,2016/03/12,A/Montana/37/2016,
KX409795,1752,2016/03/13,A/Wisconsin/39/2016,
CY210042,1701,2016/03/13,A/New York/5471/2016,
MF319596,1701,2016/03/13,A/India/P163725/2016,
KX411395,1752,2016/03/14,A/Michigan/67/2016,
KX410347,1752,2016/03/14,A/Washington/44/2016,
KX410251,1752,2016/03/14,A/New Jersey/13/2016,
KX409619,1752,2016/03/14,A/New York/31/2016,
KX410395,1752,2016/03/14,A/New York/42/2016,
KX409819,1752,2016/03/14,A/Delaware/13/2016,
KX919140,1752,2016/03/14,A/Massachusetts/25/2016,
KX411163,1752,2016/03/15,A/Illinois/29/2016,
KX409827,1752,2016/03/15,A/Delaware/14/2016,
CY209858,1701,2016/03/15,A/Massachusetts/5373/2016,
KX410403,1752,2016/03/15,A/New Hampshire/10/2016,
KX523746,1701,2016/03/15,A/South Carolina/NHRC_JX41516/2016,
CY210036,1701,2016/03/15,A/New Jersey/5465/2016,
KX409539,1752,2016/03/16,A/New York/36/2016,
MF564209,1701,2016/03/16,A/Assam/RMRC_226/2016,
CY209872,1701,2016/03/16,A/Utah/5387/2016,
KX254956,1743,2016/03/17,A/Czech Republic/89/2016,
KX254962,1743,2016/03/17,A/Czech Republic/91/2016,
KX410155,1752,2016/03/17,A/Pennsylvania/36/2016,
KX410539,1752,2016/03/17,A/Virginia/44/2016,
KX409891,1752,2016/03/17,A/Ohio/14/2016,
