accession,segment,length,date,name
MK773285,4,1752,1/28/2019,A/North Carolina/07/2019
MK772993,4,1752,2/4/2019,A/California/48/2019
MK773301,4,1752,2/17/2019,A/North Dakota/11/2019
MK773397,4,1752,2/4/2019,A/Texas/42/2019
MK773077,4,1752,2/12/2019,A/Florida/18/2019
MK773389,4,1752,1/31/2019,A/Texas/38/2019
MK772800,4,1752,12/28/2018,A/Alaska/67/2018
MK773037,4,1752,2/9/2019,A/Connecticut/12/2019
MK772806,4,1752,2/5/2019,A/Arkansas/12/2019
MK773109,4,1752,2/5/2019,A/Illinois/10/2019
MK773261,4,1752,2/10/2019,A/New Mexico/11/2019
MK785482,4,1701,1/28/2019,A/Texas/8375/2019
MK786327,4,1701,1/10/2019,A/South Korea/8353/2019
MK786343,4,1701,12/27/2018,A/South Korea/8355/2018
MK786351,4,1701,12/21/2018,A/South Korea/8356/2018
MK785999,4,1701,2/1/2019,A/Nevada/8296/2019
MK773453,4,1753,2/9/2019,A/Vermont/07/2019
MK785464,4,1701,1/31/2019,A/Ohio/8322/2019
MK785466,4,1701,2/1/2019,A/Ohio/8327/2019
MK785468,4,1701,1/30/2019,A/Oklahoma/8333/2019
MK785493,4,1701,1/30/2019,A/Washington/8406/2019
MK763720,4,1701,1/29/2019,A/New Mexico/8163/2019
MK785447,4,1701,1/25/2019,A/Italy/8260/2019
MK785449,4,1701,1/30/2019,A/Maryland/8268/2019
MK786383,4,1701,1/10/2019,A/South Korea/8364/2019
MK762952,4,1701,1/15/2019,A/Alaska/8099/2019
MK762977,4,1701,1/16/2019,A/Japan/8140/2019
MK762968,4,1701,1/29/2019,A/England/8121/2019
MK762970,4,1701,1/23/2019,A/Florida/8124/2019
MK763037,4,1701,1/28/2019,A/Washington/8243/2019
MK763976,4,1701,1/27/2019,A/Washington/8242/2019
MK763616,4,1701,1/18/2019,A/Idaho/8133/2019
MK763008,4,1701,1/23/2019,A/Oklahoma/8195/2019
MK762984,4,1701,1/22/2019,A/New Jersey/8156/2019
MK762986,4,1701,1/24/2019,A/New Jersey/8159/2019
MK763992,4,1701,1/24/2019,A/Washington/8248/2019
MK764000,4,1701,1/28/2019,A/Wyoming/8250/2019
MK763648,4,1701,1/16/2019,A/Kentucky/8144/2019
MK763028,4,1701,1/23/2019,A/Virginia/8229/2019
MK763024,4,1701,1/22/2019,A/Utah/8224/2019
MK763026,4,1701,1/28/2019,A/Utah/8227/2019
MH229458,4,1709,10/31/2017,A/India/1841337/2017
MH229460,4,1709,10/5/2017,A/India/1841326/2017
MK855605,4,1752,3/10/2019,A/Alabama/17/2019
MK912269,4,1701,2/5/2019,A/Belgium/8726/2019
MK898962,4,1752,2/11/2019,A/Arizona/NHRC-OID_FDX110132/2019
MK855614,4,1752,2/27/2019,A/Arizona/17/2019
MK899378,4,1752,2/20/2019,A/Virginia/NHRC-OID_FDX130170/2019
MK855949,4,1752,2/12/2019,A/Kentucky/12/2019
MK912287,4,1701,3/9/2019,A/Washington/8851/2019
MK855917,4,1752,2/26/2019,A/Iowa/15/2019
MK927164,4,1701,2/4/2019,A/Belgium/8878/2019
MK913230,4,1701,2/11/2019,A/Texas/8838/2019
MK855837,4,1752,2/18/2019,A/Florida/22/2019
MK855639,4,1752,2/21/2019,A/Arkansas/17/2019
MK856053,4,1752,2/26/2019,A/Montana/20/2019
MK855655,4,1752,3/4/2019,A/Arkansas/20/2019
MK855781,4,1752,3/3/2019,A/California/84/2019
MK856141,4,1752,2/11/2019,A/Oklahoma/12/2019
MK856133,4,1752,2/17/2019,A/Ohio/09/2019
MK912726,4,1701,2/6/2019,A/Italy/8764/2019
MK852731,4,1752,9/13/2018,A/Iowa/59/2018
MK855965,4,1752,2/5/2019,A/Michigan/35/2019
MK927221,4,1701,2/4/2019,A/Italy/8954/2019
MK912910,4,1701,3/9/2019,A/New York/8792/2019
MK898513,4,1752,3/13/2018,A/California/NHRC_SAR30069N/2018
MK868687,4,1701,2/5/2019,A/Arkansas/8575/2019
MK868697,4,1701,2/7/2019,A/Georgia/8596/2019
MK868699,4,1701,2/5/2019,A/Illinois/8599/2019
MK855998,4,1752,3/2/2019,A/Minnesota/14/2019
MK855547,4,1752,2/8/2019,A/Oklahoma/10/2019
MK868708,4,1701,2/7/2019,A/New York/8625/2019
MK856173,4,1752,2/14/2019,A/Oregon/09/2019
MK927181,4,1701,2/5/2019,A/Germany/8905/2019
MK927183,4,1701,2/5/2019,A/Germany/8907/2019
MH211341,4,1709,8/21/2017,A/India/1842484/2017
MK927189,4,1701,2/6/2019,A/Germany/8913/2019
MK856085,4,1752,2/19/2019,A/New Mexico/13/2019
MK855590,4,1752,2/10/2019,A/Massachusetts/11/2019
MK898738,4,1750,5/21/2018,A/Viet Nam/NHRC_FDPMU-004/2018
MH211342,4,1709,8/24/2017,A/India/1842489/2017
MH211393,4,1709,10/16/2017,A/India/1740842/2017
MH211332,4,1709,11/28/2017,A/India/1842573/2017
MK856021,4,1752,2/20/2019,A/Missouri/13/2019
MH211343,4,1709,8/24/2017,A/India/1842490/2017
MH211344,4,1709,8/24/2017,A/India/1842492/2017
MK912982,4,1701,3/8/2019,A/Ohio/8802/2019
MH211346,4,1709,8/29/2017,A/India/1741035/2017
MH211424,4,1709,9/6/2017,A/India/1741154/2017
MK855797,4,1752,2/18/2019,A/Colorado/16/2019
MK905331,4,1752,2/15/2019,A/South Carolina/NHRC-OID_JX42405/2019
MK899122,4,1752,1/28/2019,A/California/NHRC-OID_FDX12253/2019
MK899202,4,1752,1/17/2019,A/California/NHRC-OID_FDX90341/2019
MH211235,4,1709,10/13/2017,A/India/1735869/2017
MH211236,4,1709,9/6/2017,A/India/1732613/2017
MH211239,4,1709,9/2/2017,A/India/1732467/2017
MK899226,4,1752,12/20/2018,A/California/NHRC-OID_SAR30200N/2018
MK899234,4,1752,1/7/2019,A/California/NHRC-OID_SAR30207N/2019
MK927204,4,1701,2/5/2019,A/Italy/8933/2019
MK927205,4,1701,2/6/2019,A/Italy/8934/2019
MH211232,4,1709,9/10/2017,A/India/1732827/2017
MK899074,4,1752,1/28/2019,A/California/NHRC-OID_FDX100261/2019
MK927211,4,1701,1/30/2019,A/Italy/8940/2019
MK927212,4,1701,1/25/2019,A/Italy/8942/2019
MH211333,4,1709,11/7/2017,A/India/1842536/2017
MH211335,4,1709,11/11/2017,A/India/1842567/2017
MH211336,4,1709,11/18/2017,A/India/1842539/2017
MK899410,4,1752,2/4/2019,A/Virginia/NHRC-OID_FDX140169/2019
MK868721,4,1701,2/7/2019,A/South Carolina/8661/2019
MK868724,4,1701,12/13/2018,A/South Korea/8669/2018
MN003425,4,1752,2/28/2019,A/Tennessee/55/2019
MN003756,4,1752,3/9/2019,A/Florida/32/2019
MK999786,4,1752,3/17/2019,A/Oklahoma/17/2019
MK999469,4,1753,12/28/2018,A/California/122/2018
MN003978,4,1752,3/12/2019,A/Maine/17/2019
MN003986,4,1752,2/7/2019,A/Maryland/12/2019
MN003433,4,1752,3/12/2019,A/New Hampshire/19/2019
MN004586,4,1752,2/24/2019,A/Vermont/10/2019
MK999434,4,1752,3/17/2019,A/Louisiana/25/2019
MN004034,4,1752,2/21/2019,A/Massachusetts/15/2019
MK960708,4,1701,4/3/2019,A/New Jersey/9387/2019
MK960142,4,1701,2/22/2019,A/Washington/9444/2019
MK960144,4,1701,2/23/2019,A/Washington/9446/2019
MN004641,4,1752,2/18/2019,A/Virginia/16/2019
MK999810,4,1752,3/12/2019,A/South Dakota/18/2019
MN004658,4,1752,3/19/2019,A/Washington/164/2019
MN004083,4,1752,3/28/2019,A/Minnesota/23/2019
MK999754,4,1752,3/4/2019,A/New Mexico/17/2019
MK999490,4,1752,3/5/2019,A/California/90/2019
MN004283,4,1752,3/9/2019,A/New York/28/2019
MK960121,4,1701,2/27/2019,A/Germany/9350/2019
MK960123,4,1701,3/7/2019,A/Germany/9352/2019
MK960932,4,1701,3/27/2019,A/South Carolina/9420/2019
MN004042,4,1752,3/2/2019,A/Massachusetts/17/2019
MK999562,4,1753,2/20/2019,A/Idaho/15/2019
MN004289,4,1752,2/21/2019,A/North Carolina/16/2019
MN004190,4,1752,3/6/2019,A/New Jersey/21/2019
MK615503,4,1753,12/5/2014,A/USA/VFFSP_UNITHER_00040/2014
MN003502,4,1752,2/23/2019,A/West Virginia/20/2019
MN004349,4,1752,1/14/2019,A/Oklahoma/05/2019
MN004549,4,1752,1/30/2019,A/Texas/16/2019
MN003634,4,1752,2/22/2019,A/Connecticut/16/2019
MN003530,4,1752,2/24/2019,A/Alaska/20/2019
MN003538,4,1752,3/21/2019,A/Arizona/20/2019
MN004357,4,1752,1/29/2019,A/Oklahoma/08/2019
MN003458,4,1752,3/19/2019,A/Kansas/20/2019
MN004066,4,1752,3/23/2019,A/Massachusetts/22/2019
MN003773,4,1752,2/25/2019,A/Georgia/13/2019
MN004072,4,1752,3/23/2019,A/Minnesota/21/2019
MN004367,4,1752,3/16/2019,A/Oregon/18/2019
MN003666,4,1752,3/9/2019,A/Delaware/19/2019
MK999408,4,1752,3/4/2019,A/Kansas/18/2019
MN003782,4,1752,2/28/2019,A/Georgia/14/2019
MN003554,4,1752,4/3/2019,A/Arkansas/25/2019
MN003935,4,1752,3/26/2019,A/Louisiana/28/2019
MN003802,4,1752,3/22/2019,A/Hawaii/21/2019
MN004378,4,1752,2/17/2019,A/Pennsylvania/568/2019
MN003954,4,1752,2/14/2019,A/Maine/11/2019
MN003894,4,1752,4/3/2019,A/Indiana/25/2019
MK999690,4,1752,3/11/2019,A/Mississippi/18/2019
MN074186,4,1701,4/3/2019,A/Colorado/9465/2019
MN073990,4,1701,4/8/2019,A/California/9462/2019
MN083418,4,1752,3/31/2019,A/Connecticut/29/2019
MN083690,4,1752,3/18/2019,A/Michigan/275/2019
MN074006,4,1701,4/8/2019,A/Ohio/9559/2019
MN074218,4,1701,4/2/2019,A/Florida/9469/2019
MN083538,4,1752,3/24/2019,A/Georgia/23/2019
MN084002,4,1753,4/13/2019,A/Wisconsin/397/2019
MN083710,4,1752,3/22/2019,A/Michigan/277/2019
MN078447,4,1701,4/10/2019,A/New York/9634/2019
MK615263,4,1753,10/20/2014,A/USA/VFFSP_UNITHER_00010/2014
MN081037,4,1701,3/18/2019,A/Texas/9716/2019
MN074370,4,1701,4/4/2019,A/Germany/9497/2019
MN083458,4,1752,4/11/2019,A/Delaware/32/2019
MN083738,4,1752,4/10/2019,A/Minnesota/30/2019
MN083658,4,1752,4/8/2019,A/Louisiana/30/2019
MN081418,4,1701,4/16/2019,A/South Korea/9705/2019
MN078635,4,1701,4/16/2019,A/North Carolina/9638/2019
MN083490,4,1752,4/2/2019,A/District Of Columbia/24/2019
MN074338,4,1701,3/27/2019,A/Germany/9488/2019
MN083786,4,1752,4/4/2019,A/New Jersey/27/2019
MN083982,4,1752,3/28/2019,A/Wisconsin/391/2019
MN083842,4,1752,4/5/2019,A/Oregon/20/2019
MH333272,4,1722,5/14/2017,A/India/Jai-4/2017
MN061203,4,1770,3/14/2019,A/Veliky Novgorod/106/2019
MN083524,4,1752,3/27/2019,A/Florida/46/2019
MN083954,4,1752,3/24/2019,A/West Virginia/26/2019
MN083914,4,1752,3/25/2019,A/Vermont/19/2019
MN083882,4,1752,4/16/2019,A/South Dakota/27/2019
MN083355,4,1752,3/25/2019,A/Florida/37/2019
MN083794,4,1752,4/14/2019,A/New Mexico/28/2019
MN160984,4,1752,4/24/2019,A/Kentucky/28/2019
MN160848,4,1752,4/21/2019,A/Delaware/35/2019
MN160800,4,1752,4/4/2019,A/California/132/2019
MN160808,4,1752,4/4/2019,A/California/133/2019
MN160816,4,1752,4/6/2019,A/California/134/2019
MN154171,4,1701,4/24/2019,A/Nevada/9743/2019
MN160864,4,1751,4/12/2019,A/District Of Columbia/28/2019
MN169137,4,1701,2/21/2019,A/Germany/9057/2019
MN160896,4,1752,4/29/2019,A/Florida/61/2019
MN161128,4,1752,4/23/2019,A/Wisconsin/401/2019
MN169150,4,1701,3/9/2019,A/Texas/9128/2019
MN160963,4,1753,2/9/2019,A/Iowa/12/2019
MK635595,4,1701,12/26/2018,A/Nevada/7707/2018
MN220694,4,1732,4/15/2016,A/Moscow/rWSN/2016
MN160920,4,1752,4/29/2019,A/Hawaii/33/2019
MN154297,4,1701,3/15/2019,A/Washington/9751/2019
MN161088,4,1752,4/16/2019,A/New York/40/2019
MN161096,4,1752,4/28/2019,A/New York/43/2019
MN161112,4,1751,4/23/2019,A/Virginia/34/2019
MN160713,4,1752,4/29/2019,A/Florida/57/2019
MN160726,4,1752,4/12/2019,A/Virginia/32/2019
MN161024,4,1752,4/22/2019,A/Minnesota/32/2019
MN161048,4,1752,4/25/2019,A/Montana/36/2019
MH684290,4,1702,2013,A/Uganda/E0-055/2013
MN230015,4,1752,4/13/2019,A/New York/37/2019
MN229775,4,1752,5/28/2019,A/California/144/2019
MN229839,4,1752,4/18/2019,A/Connecticut/33/2019
MN229895,4,1752,5/16/2019,A/Florida/70/2019
MN229983,4,1752,5/17/2019,A/Nevada/29/2019
MN230032,4,1752,4/22/2019,A/Rhode Island/25/2019
MN229950,4,1752,4/24/2019,A/Massachusetts/30/2019
MN229871,4,1752,4/30/2019,A/Florida/63/2019
MK635632,4,1701,12/9/2018,A/Washington/7794/2018
MK636435,4,1701,12/26/2018,A/Texas/7788/2018
MN318890,4,1752,6/4/2019,A/Hawaii/45/2019
MK635587,4,1701,12/14/2018,A/England/7689/2018
MK635575,4,1701,12/19/2018,A/California/7674/2018
MK635613,4,1701,12/25/2018,A/Ohio/7754/2018
MN250883,4,1779,4/20/2013,A/MUWRP-Uganda/372/2013
MN250959,4,1777,9/7/2011,A/MUWRP-Uganda/347/2011
MN250915,4,1777,3/27/2013,A/MUWRP-Uganda/371/2013
MN250925,4,1777,10/18/2011,A/MUWRP-Uganda/348/2011
MN244309,4,1777,4/5/2010,A/Guangdong/1057/2010
MK636267,4,1701,12/21/2018,A/North Carolina/7748/2018
MN371624,4,1752,10/31/2018,A/California/76/2018
MN638246,4,1752,7/11/2019,A/Arizona/32/2019
MN538805,4,1701,1/26/2018,A/Ontario/076/2018
MN538854,4,1701,2/17/2018,A/Quebec/094/2018
MN538860,4,1701,3/20/2018,A/Quebec/200/2018
MN423070,4,1752,3/12/2019,A/Minnesota/47/2019
MN423075,4,1752,7/11/2019,A/Montana/37/2019
MN423083,4,1752,6/21/2019,A/New Hampshire/30/2019
MN422998,4,1752,5/19/2019,A/Hawaii/39/2019
MN423110,4,1752,7/7/2019,A/Ohio/25/2019
MN423011,4,1752,7/7/2019,A/Hawaii/54/2019
MN423019,4,1752,2019,A/Idaho/26/2019
MN423030,4,1753,2/6/2019,A/Massachusetts/32/2019
MN422979,4,1752,6/30/2019,A/Florida/81/2019
MN422966,4,1752,5/2/2019,A/Arizona/24/2019
MN538840,4,1701,2/6/2018,A/Ontario/071/2018
MN538788,4,1701,12/8/2017,A/British Columbia/309/2017
MN538790,4,1701,2/26/2018,A/British Columbia/088/2018
MN552971,4,1752,7/27/2019,A/Tennessee/77/2019
MN552987,4,1752,7/28/2019,A/Texas/360/2019
MN552676,4,1752,8/12/2019,A/California/164/2019
MN538774,4,1701,2/28/2018,A/British Columbia/089/2018
MN538778,4,1701,12/16/2017,A/British Columbia/320/2017
MN538827,4,1701,3/20/2018,A/Quebec/202/2018
MN853458,4,1701,Jan-18,A/Beijing/144/2018
MN853446,4,1701,Feb-18,A/Beijing/75/2018
MN853448,4,1701,Feb-18,A/Beijing/78/2018
MN853431,4,1701,Dec-18,A/Beijing/47/2018
MN853433,4,1701,Dec-18,A/Beijing/50/2018
MN853435,4,1701,Dec-18,A/Beijing/53/2018
MN853437,4,1701,Dec-18,A/Beijing/56/2018
MN552995,4,1752,7/31/2019,A/Utah/38/2019
MH794230,4,1753,1/7/2017,A/India/Che-1722633/2017
MN507260,4,1752,7/17/2019,A/Delaware/43/2019
MN507244,4,1752,7/18/2019,A/Alaska/34/2019
MN507268,4,1752,7/21/2019,A/District Of Columbia/38/2019
MN819728,4,1753,10/15/2019,A/Montana/51/2019
MN881362,4,1752,10/28/2019,A/Nebraska/16/2019
MN382301,4,1777,2/13/2014,A/Singapore/G2-23.1/2014
MN716031,4,1752,5/24/2018,A/South Africa/A222-006-038/2018
MG279491,4,1701,2/24/2014,A/Taiwan/00715/2014
MG279493,4,1701,3/6/2014,A/Taiwan/00866/2014
MG279494,4,1701,5/4/2014,A/Taiwan/01581/2014
MG279498,4,1701,12/31/2015,A/Taiwan/04370/2015
MG279500,4,1701,1/20/2016,A/Taiwan/00279/2016
MG279502,4,1701,1/28/2016,A/Taiwan/00394/2016
MG279504,4,1701,4/2/2016,A/Taiwan/50300/2016
MN480509,4,1777,7/2/2014,A/Singapore/G2-44.1/2014
MN394624,4,1752,12/6/2012,A/Singapore/SGH-C/2012
MN716561,4,1701,5/25/2018,A/South Africa/A276-009-038/2018
MN948315,4,1752,11/1/2019,A/Oklahoma/24/2019
MG279487,4,1701,1/6/2014,A/Taiwan/00061/2014
MG279489,4,1701,1/28/2014,A/Taiwan/00369/2014
MN444139,4,1777,7/5/2014,A/Singapore/SGH_F/2014
MG431441,4,1701,2/26/2014,A/Taiwan/00763/2014
MN716630,4,1721,7/19/2018,A/South Africa/A265-001-054/2018
MN948001,4,1752,11/7/2019,A/Maryland/37/2019
MN819691,4,1752,10/10/2019,A/Hawaii/71/2019
MN594886,4,1726,Jan-19,A/Wuhan/1054/2019
MN819651,4,1752,10/13/2019,A/District Of Columbia/42/2019
MN819585,4,1752,10/14/2019,A/Alaska/50/2019
MN819802,4,1752,10/21/2019,A/Washington/656/2019
MN819697,4,1752,10/15/2019,A/Iowa/51/2019
MN948259,4,1752,11/11/2019,A/Maryland/39/2019
MN400341,4,1777,9/10/2014,A/Singapore/SGH-G/2014
MN881266,4,1753,10/20/2019,A/California/184/2019
MN881274,4,1752,10/30/2019,A/California/185/2019
MN595006,4,1727,Jan-19,A/Wuhan/899/2019
MN881298,4,1752,10/22/2019,A/Hawaii/73/2019
MN947838,4,1752,8/28/2019,A/Alaska/41/2019
MN976451,4,1752,11/5/2019,A/Hawaii/76/2019
MN947987,4,1753,10/20/2019,A/Florida/117/2019
MN947889,4,1752,8/26/2019,A/Florida/96/2019
MN948107,4,1752,11/7/2019,A/California/195/2019
MN976225,4,1752,11/15/2019,A/California/208/2019
MN976322,4,1752,11/28/2019,A/California/215/2019
MN594918,4,1735,Jan-19,A/Wuhan/2231/2019
MN948147,4,1752,11/4/2019,A/California/202/2019
MN948163,4,1752,11/17/2019,A/California/206/2019
MN819601,4,1752,9/21/2019,A/Arizona/42/2019
MN638278,4,1752,9/4/2019,A/Iowa/41/2019
MN881258,4,1752,10/23/2019,A/Arizona/46/2019
MK080179,4,1701,3/6/2015,A/Delhi/RGCB_D10/2015
MK080181,4,1701,3/6/2015,A/Delhi/RGCB_D16/2015
MT034793,4,1752,12/3/2019,A/District Of Columbia/52/2019
MT034873,4,1752,11/30/2019,A/Indiana/41/2019
MT034897,4,1752,12/5/2019,A/Indiana/43/2019
MT034953,4,1752,12/13/2019,A/Iowa/69/2019
MT015466,4,1752,12/20/2019,A/Moscow/239/2019
MN976146,4,1752,11/26/2019,A/South Dakota/33/2019
MT015490,4,1752,12/2/2019,A/Yaroslavl/234/2019
MN594958,4,1724,Feb-18,A/Wuhan/399/2018
MN948379,4,1752,10/16/2019,A/West Virginia/40/2019
MN656016,4,1701,8/30/2019,A/Japan/9852/2019
MN819713,4,1752,10/10/2019,A/Louisiana/44/2019
MN656028,4,1701,9/23/2019,A/Japan/9853/2019
MN976530,4,1752,11/24/2019,A/Indiana/40/2019
MN976888,4,1752,11/28/2019,A/Ohio/33/2019
MK080174,4,1701,6/16/2010,A/Kerala/RGCB_C996/2010
MK080176,4,1701,1/12/2015,A/Kerala/RGCB_345/2015
MN976912,4,1752,11/26/2019,A/Oklahoma/26/2019
MN976558,4,1752,10/8/2019,A/Iowa/49/2019
MN976808,4,1752,11/20/2019,A/New Hampshire/34/2019
MN976928,4,1752,11/17/2019,A/Pennsylvania/1027/2019
MN976944,4,1752,12/1/2019,A/South Dakota/34/2019
MT035743,4,1752,12/13/2019,A/Wyoming/26/2019
MT035321,4,1752,12/16/2019,A/Nebraska/24/2019
MT035728,4,1752,12/4/2019,A/Wyoming/25/2019
MT058279,4,1752,12/19/2019,A/Idaho/48/2019
MT034973,4,1752,12/9/2019,A/Kansas/29/2019
MT035583,4,1752,11/26/2019,A/Texas/403/2019
MT034665,4,1752,11/28/2019,A/California/215/2019
MT034857,4,1754,12/4/2019,A/Hawaii/82/2019
MT034609,4,1752,12/11/2019,A/Alabama/26/2019
MT035313,4,1752,12/1/2019,A/Nebraska/23/2019
MT035209,4,1752,12/2/2019,A/Mississippi/34/2019
MT034546,4,1752,12/10/2019,A/Virginia/45/2019
MT034777,4,1752,11/10/2019,A/District Of Columbia/48/2019
MT034552,4,1752,12/16/2019,A/Rhode Island/27/2019
MT034633,4,1752,12/2/2019,A/Arizona/54/2019
MT058666,4,1752,12/19/2019,A/Pennsylvania/1038/2019
MT058711,4,1752,12/6/2019,A/Texas/412/2019
MT057971,4,1752,12/4/2019,A/California/227/2019
MT102459,4,1701,1/17/2019,A/Homo sapien/China/LS301/2019
MT105939,4,1752,12/30/2019,A/Maine/48/2019
MT102462,4,1701,1/24/2019,A/Homo sapien/China/LS304/2019
MT102467,4,1701,2/14/2019,A/Homo sapien/China/LS309/2019
MT058423,4,1752,12/17/2019,A/Missouri/29/2019
MT058623,4,1752,12/27/2019,A/North Dakota/37/2019
MT058616,4,1752,12/27/2019,A/North Dakota/37/2019
MT058463,4,1752,12/19/2019,A/Montana/67/2019
MT058831,4,1752,12/19/2019,A/Wisconsin/588/2019
MT058319,4,1752,11/19/2019,A/Louisiana/59/2019
MT058039,4,1752,12/18/2019,A/California/233/2019
MT058047,4,1752,12/23/2019,A/California/234/2019
MT058695,4,1752,12/28/2019,A/Texas/409/2019
MT058399,4,1752,12/20/2019,A/Mississippi/38/2019
MT057850,4,1752,12/19/2019,A/Maine/46/2019
MT167305,4,1752,12/30/2019,A/Arkansas/32/2019
MT167425,4,1752,12/24/2019,A/California/240/2019
MT167641,4,1752,12/26/2019,A/Illinois/44/2019
MT167513,4,1752,12/11/2019,A/Delaware/55/2019
MT167345,4,1752,1/6/2020,A/California/05/2020
MT167066,4,1752,11/3/2019,A/Georgia/43/2019
MT167249,4,1752,1/5/2020,A/Arkansas/02/2020
MT167257,4,1752,1/5/2020,A/Arkansas/03/2020
MT167449,4,1752,12/28/2019,A/California/247/2019
MT167737,4,1752,1/7/2020,A/Kansas/02/2020
MT167633,4,1752,12/24/2019,A/Illinois/43/2019
MT168072,4,1752,12/29/2019,A/New Jersey/46/2019
MT168080,4,1752,1/13/2020,A/New Mexico/01/2020
MT168583,4,1752,1/8/2020,A/Wisconsin/02/2020
MT168384,4,1752,12/19/2019,A/Tennessee/81/2019
MT168400,4,1752,1/10/2020,A/Texas/01/2020
MT167047,4,1752,12/30/2019,A/New Hampshire/43/2019
MT168136,4,1752,1/2/2020,A/North Carolina/01/2020
MT167052,4,1752,1/2/2020,A/Maryland/02/2020
MT168144,4,1752,12/16/2019,A/North Carolina/34/2019
MN054398,4,1777,2016,A/Santiago/op002d1-CK1/2016
MT168472,4,1752,1/9/2020,A/Utah/02/2020
MT167777,4,1753,12/11/2019,A/Louisiana/62/2019
MT168424,4,1752,1/8/2020,A/Texas/19/2020
MT168504,4,1752,1/3/2020,A/Vermont/01/2020
MT167944,4,1752,1/6/2020,A/Mississippi/02/2020
MT168192,4,1752,12/27/2019,A/Ohio/37/2019
MT167968,4,1752,1/5/2020,A/Montana/01/2020
MT167976,4,1752,12/30/2019,A/Montana/70/2019
MT168232,4,1752,12/19/2019,A/Oklahoma/29/2019
MT168328,4,1752,12/29/2019,A/South Carolina/19/2019
MN054524,4,1777,2019,A/Santiago/PUC-MVL_UNK001/2019
MT196072,4,1746,7/4/2013,A/Santiago/p24d1/2013
MT244343,4,1752,1/13/2020,A/District Of Columbia/02/2020
MT244259,4,1752,12/29/2019,A/Colorado/54/2019
MT245287,4,1753,1/15/2020,A/Wisconsin/32/2020
MT244975,4,1752,1/23/2020,A/Oklahoma/03/2020
MT244351,4,1752,1/13/2020,A/District Of Columbia/03/2020
MT245161,4,1752,1/8/2020,A/Texas/21/2020
MN508856,4,1701,2017,A/India/703/2017
MN508857,4,1701,2017,A/India/731/2017
MN508859,4,1701,2017,A/India/113/2017
MT245103,4,1752,1/12/2020,A/Tennessee/17/2020
MT244491,4,1752,1/29/2020,A/Indiana/01/2020
MT245183,4,1752,1/16/2020,A/Utah/05/2020
MT245071,4,1752,1/18/2020,A/South Dakota/03/2020
MT244391,4,1752,1/8/2020,A/Florida/07/2020
MT245079,4,1752,1/20/2020,A/South Dakota/04/2020
MT244760,4,1752,1/27/2020,A/Nebraska/04/2020
MT245129,4,1752,1/25/2020,A/Tennessee/20/2020
MT244927,4,1752,1/23/2020,A/North Carolina/04/2020
MN508842,4,1701,2018,A/India/7359/2018
MN508844,4,1701,2018,A/India/7341/2018
MN508847,4,1701,2018,A/India/7339/2018
MT244079,4,1752,1/8/2020,A/Wisconsin/28/2020
MT244144,4,1752,1/7/2020,A/California/10/2020
MT245007,4,1752,1/27/2020,A/Pennsylvania/05/2020
MT244583,4,1752,1/10/2020,A/Louisiana/03/2020
MT245039,4,1752,1/8/2020,A/Rhode Island/04/2020
MT244055,4,1752,1/28/2020,A/Rhode Island/11/2020
MT244059,4,1752,12/30/2019,A/District Of Columbia/57/2019
MT303360,4,1752,1/14/2020,A/Idaho/07/2020
MT303608,4,1752,2/3/2020,A/New Hampshire/05/2020
MT303196,4,1752,2/17/2020,A/South Dakota/08/2020
MT303528,4,1751,2/1/2020,A/Minnesota/08/2020
MT303672,4,1752,2/5/2020,A/North Dakota/07/2020
MT303384,4,1752,2/4/2020,A/Indiana/03/2020
MT303624,4,1752,1/28/2020,A/New Jersey/08/2020
MT303216,4,1753,2/4/2020,A/Wisconsin/36/2020
MT303600,4,1752,1/27/2020,A/New Hampshire/04/2020
MT303768,4,1752,1/31/2020,A/Utah/08/2020
MT303424,4,1752,1/25/2020,A/Kentucky/03/2020
MT303392,4,1752,2/8/2020,A/Indiana/04/2020
MT303272,4,1752,1/14/2020,A/California/19/2020
MT303456,4,1752,1/23/2020,A/Louisiana/08/2020
MT303288,4,1752,1/22/2020,A/California/21/2020
MT303720,4,1752,1/23/2020,A/Oregon/05/2020
MT303728,4,1752,1/25/2020,A/Oregon/06/2020
MT303592,4,1752,2/6/2020,A/Nevada/11/2020
MT303496,4,1752,12/19/2019,A/Michigan/479/2019
MT331178,4,1752,1/3/2020,A/Nevada/03/2020
MT331344,4,1752,2/11/2020,A/Rhode Island/15/2020
MT330723,4,1752,2/11/2020,A/California/38/2020
MT331432,4,1752,2/3/2020,A/Texas/36/2020
MT330482,4,1752,2/7/2020,A/West Virginia/03/2020
MT330888,4,1752,2/10/2020,A/Hawaii/14/2020
MT330955,4,1752,2/11/2020,A/Indiana/05/2020
MT331578,4,1752,2/17/2020,A/Wyoming/05/2020
MT331372,4,1752,2/24/2020,A/South Dakota/10/2020
MT331531,4,1752,2/22/2020,A/Wisconsin/44/2020
MT330984,4,1752,2/12/2020,A/Kansas/08/2020
MT331506,4,1752,2/10/2020,A/Washington/18/2020
MT331086,4,1752,2/13/2020,A/Massachusetts/13/2020
MT330353,4,1752,12/11/2019,A/Delaware/55/2019
MT330784,4,1752,1/30/2020,A/Connecticut/07/2020
MT331224,4,1752,2/12/2020,A/New Hampshire/06/2020
MT331192,4,1752,2/10/2020,A/Nevada/13/2020
